CLEARING_TEXTO,FCS_ESTACION_RUTABUS,TISC_PERFIL,Count
16/03/2020,(02205) Calle 106,(006) Apoyo Ciudadano,852
16/03/2020,(02300) Calle 100,(002) Adulto Mayor,1891
16/03/2020,(02300) Calle 100,(005) Discapacidad,490
16/03/2020,(02300) Calle 100,(006) Apoyo Ciudadano,2683
16/03/2020,(02302) Virrey,(002) Adulto Mayor,692
16/03/2020,(02302) Virrey,(005) Discapacidad,152
16/03/2020,(02302) Virrey,(006) Apoyo Ciudadano,1163
16/03/2020,(02303) Calle 85,(002) Adulto Mayor,876
16/03/2020,(02303) Calle 85,(005) Discapacidad,244
16/03/2020,(02303) Calle 85,(006) Apoyo Ciudadano,1285
16/03/2020,(02304) Heroes,(002) Adulto Mayor,806
16/03/2020,(02304) Heroes,(005) Discapacidad,222
16/03/2020,(02304) Heroes,(006) Apoyo Ciudadano,1330
16/03/2020,(02502) Terminal,(002) Adulto Mayor,442
16/03/2020,(02502) Terminal,(005) Discapacidad,80
16/03/2020,(02502) Terminal,(006) Apoyo Ciudadano,420
16/03/2020,(03000) Portal Suba,(002) Adulto Mayor,2757
16/03/2020,(03000) Portal Suba,(005) Discapacidad,777
16/03/2020,(03000) Portal Suba,(006) Apoyo Ciudadano,3975
16/03/2020,(03001) LA CAMPIÑA,(002) Adulto Mayor,472
16/03/2020,(03001) LA CAMPIÑA,(005) Discapacidad,99
16/03/2020,(03001) LA CAMPIÑA,(006) Apoyo Ciudadano,403
16/03/2020,(03002) SUBA - TV- 91,(002) Adulto Mayor,375
16/03/2020,(03002) SUBA - TV- 91,(005) Discapacidad,111
16/03/2020,(03002) SUBA - TV- 91,(006) Apoyo Ciudadano,491
16/03/2020,(03003) 21 ANGELES,(002) Adulto Mayor,120
16/03/2020,(03003) 21 ANGELES,(005) Discapacidad,18
16/03/2020,(03003) 21 ANGELES,(006) Apoyo Ciudadano,137
16/03/2020,(03004) GRATAMIRA,(002) Adulto Mayor,41
16/03/2020,(03004) GRATAMIRA,(005) Discapacidad,7
16/03/2020,(03004) GRATAMIRA,(006) Apoyo Ciudadano,80
16/03/2020,(03005) SUBA - AV. BOYACA,(002) Adulto Mayor,288
16/03/2020,(03005) SUBA - AV. BOYACA,(005) Discapacidad,54
16/03/2020,(03005) SUBA - AV. BOYACA,(006) Apoyo Ciudadano,569
16/03/2020,(03006) NIZA - CALLE 127,(002) Adulto Mayor,478
16/03/2020,(03006) NIZA - CALLE 127,(005) Discapacidad,80
16/03/2020,(03006) NIZA - CALLE 127,(006) Apoyo Ciudadano,565
16/03/2020,(03007) HUMEDAL CORDOBA,(002) Adulto Mayor,119
16/03/2020,(03007) HUMEDAL CORDOBA,(005) Discapacidad,31
16/03/2020,(03007) HUMEDAL CORDOBA,(006) Apoyo Ciudadano,191
16/03/2020,(03009) Av. Suba- Calle 116,(002) Adulto Mayor,458
16/03/2020,(03009) Av. Suba- Calle 116,(005) Discapacidad,105
16/03/2020,(03009) Av. Suba- Calle 116,(006) Apoyo Ciudadano,668
16/03/2020,(03010) PUENTE LARGO,(002) Adulto Mayor,312
16/03/2020,(03010) PUENTE LARGO,(005) Discapacidad,82
16/03/2020,(03010) PUENTE LARGO,(006) Apoyo Ciudadano,496
16/03/2020,(03011) SUBA - CALLE 100,(002) Adulto Mayor,527
16/03/2020,(03011) SUBA - CALLE 100,(005) Discapacidad,120
16/03/2020,(03011) SUBA - CALLE 100,(006) Apoyo Ciudadano,679
16/03/2020,(03012) SUBA - CALLE 95,(002) Adulto Mayor,289
16/03/2020,(03012) SUBA - CALLE 95,(005) Discapacidad,91
16/03/2020,(03012) SUBA - CALLE 95,(006) Apoyo Ciudadano,481
16/03/2020,(03013) RIO NEGRO,(002) Adulto Mayor,221
16/03/2020,(03013) RIO NEGRO,(005) Discapacidad,60
16/03/2020,(03013) RIO NEGRO,(006) Apoyo Ciudadano,403
16/03/2020,(03014) SAN MARTIN,(002) Adulto Mayor,47
16/03/2020,(03014) SAN MARTIN,(005) Discapacidad,11
16/03/2020,(03014) SAN MARTIN,(006) Apoyo Ciudadano,67
16/03/2020,(04000) Cabecera Calle 80,(002) Adulto Mayor,3416
16/03/2020,(04000) Cabecera Calle 80,(005) Discapacidad,653
16/03/2020,(04000) Cabecera Calle 80,(006) Apoyo Ciudadano,2674
16/03/2020,(04001) Quirigua,(002) Adulto Mayor,215
16/03/2020,(04001) Quirigua,(005) Discapacidad,46
16/03/2020,(04001) Quirigua,(006) Apoyo Ciudadano,168
16/03/2020,(04002) Carrera 90,(002) Adulto Mayor,430
16/03/2020,(04002) Carrera 90,(005) Discapacidad,84
16/03/2020,(04002) Carrera 90,(006) Apoyo Ciudadano,356
16/03/2020,(04003) Avenida Ciudad de Cali,(002) Adulto Mayor,483
16/03/2020,(04003) Avenida Ciudad de Cali,(005) Discapacidad,99
16/03/2020,(04003) Avenida Ciudad de Cali,(006) Apoyo Ciudadano,803
16/03/2020,(04004) La Granja,(002) Adulto Mayor,335
16/03/2020,(04004) La Granja,(005) Discapacidad,55
16/03/2020,(04004) La Granja,(006) Apoyo Ciudadano,347
16/03/2020,(04100) Carrera 77,(002) Adulto Mayor,315
16/03/2020,(04100) Carrera 77,(005) Discapacidad,86
16/03/2020,(04100) Carrera 77,(006) Apoyo Ciudadano,475
16/03/2020,(04101) Minuto de Dios,(002) Adulto Mayor,296
16/03/2020,(04101) Minuto de Dios,(005) Discapacidad,51
16/03/2020,(04101) Minuto de Dios,(006) Apoyo Ciudadano,322
16/03/2020,(04102) Avenida Boyaca,(002) Adulto Mayor,370
16/03/2020,(04102) Avenida Boyaca,(005) Discapacidad,58
16/03/2020,(04102) Avenida Boyaca,(006) Apoyo Ciudadano,458
16/03/2020,(04103) Las Ferias,(002) Adulto Mayor,248
16/03/2020,(04103) Las Ferias,(005) Discapacidad,50
16/03/2020,(04103) Las Ferias,(006) Apoyo Ciudadano,342
16/03/2020,(04104) Avenida 68,(002) Adulto Mayor,470
16/03/2020,(04104) Avenida 68,(005) Discapacidad,118
16/03/2020,(04104) Avenida 68,(006) Apoyo Ciudadano,698
16/03/2020,(04105) Carrera 53,(002) Adulto Mayor,230
16/03/2020,(04105) Carrera 53,(005) Discapacidad,50
16/03/2020,(04105) Carrera 53,(006) Apoyo Ciudadano,265
16/03/2020,(04106) Carrera 47,(002) Adulto Mayor,175
16/03/2020,(04106) Carrera 47,(005) Discapacidad,43
16/03/2020,(04106) Carrera 47,(006) Apoyo Ciudadano,256
16/03/2020,(04107) Escuela Militar,(002) Adulto Mayor,84
16/03/2020,(04107) Escuela Militar,(005) Discapacidad,23
16/03/2020,(04107) Escuela Militar,(006) Apoyo Ciudadano,164
16/03/2020,(04108) El Polo,(002) Adulto Mayor,328
16/03/2020,(04108) El Polo,(005) Discapacidad,80
16/03/2020,(04108) El Polo,(006) Apoyo Ciudadano,483
16/03/2020,(05000) Portal Américas,(002) Adulto Mayor,2777
16/03/2020,(05000) Portal Américas,(005) Discapacidad,1546
16/03/2020,(05000) Portal Américas,(006) Apoyo Ciudadano,9500
16/03/2020,(05001) Patio Bonito,(002) Adulto Mayor,377
16/03/2020,(05001) Patio Bonito,(005) Discapacidad,202
16/03/2020,(05001) Patio Bonito,(006) Apoyo Ciudadano,1492
16/03/2020,(05002) Tintal,(002) Adulto Mayor,653
16/03/2020,(05002) Tintal,(005) Discapacidad,235
16/03/2020,(05002) Tintal,(006) Apoyo Ciudadano,1292
16/03/2020,(05005) Transversal 86,(002) Adulto Mayor,148
16/03/2020,(05005) Transversal 86,(005) Discapacidad,33
16/03/2020,(05005) Transversal 86,(006) Apoyo Ciudadano,177
16/03/2020,(05100) Banderas P. Central,(002) Adulto Mayor,2039
16/03/2020,(05100) Banderas P. Central,(005) Discapacidad,540
16/03/2020,(05100) Banderas P. Central,(006) Apoyo Ciudadano,1956
16/03/2020,(05101) Mandalay - Cr.73,(002) Adulto Mayor,140
16/03/2020,(05101) Mandalay - Cr.73,(005) Discapacidad,24
16/03/2020,(05101) Mandalay - Cr.73,(006) Apoyo Ciudadano,68
16/03/2020,(05102) Av. Américas - Av. Boyacá,(002) Adulto Mayor,222
16/03/2020,(05102) Av. Américas - Av. Boyacá,(005) Discapacidad,71
16/03/2020,(05102) Av. Américas - Av. Boyacá,(006) Apoyo Ciudadano,255
16/03/2020,(05103) Marsella,(002) Adulto Mayor,330
16/03/2020,(05103) Marsella,(005) Discapacidad,86
16/03/2020,(05103) Marsella,(006) Apoyo Ciudadano,408
16/03/2020,(05105) Pradera,(002) Adulto Mayor,580
16/03/2020,(05105) Pradera,(005) Discapacidad,269
16/03/2020,(05105) Pradera,(006) Apoyo Ciudadano,1219
16/03/2020,(05107) Américas - Cr.53,(002) Adulto Mayor,395
16/03/2020,(05107) Américas - Cr.53,(005) Discapacidad,137
16/03/2020,(05107) Américas - Cr.53,(006) Apoyo Ciudadano,812
16/03/2020,(06000) Portal Eldorado,(002) Adulto Mayor,2063
16/03/2020,(06000) Portal Eldorado,(005) Discapacidad,783
16/03/2020,(06000) Portal Eldorado,(006) Apoyo Ciudadano,4176
16/03/2020,(06001) Modelia,(002) Adulto Mayor,206
16/03/2020,(06001) Modelia,(005) Discapacidad,81
16/03/2020,(06001) Modelia,(006) Apoyo Ciudadano,534
16/03/2020,(06002) Normandía,(002) Adulto Mayor,275
16/03/2020,(06002) Normandía,(005) Discapacidad,56
16/03/2020,(06002) Normandía,(006) Apoyo Ciudadano,350
16/03/2020,(06100) Av. Rojas,(002) Adulto Mayor,258
16/03/2020,(06100) Av. Rojas,(005) Discapacidad,54
16/03/2020,(06100) Av. Rojas,(006) Apoyo Ciudadano,449
16/03/2020,(06101) El Tiempo,(002) Adulto Mayor,393
16/03/2020,(06101) El Tiempo,(005) Discapacidad,138
16/03/2020,(06101) El Tiempo,(006) Apoyo Ciudadano,678
16/03/2020,(06102) Salitre El Greco,(002) Adulto Mayor,368
16/03/2020,(06102) Salitre El Greco,(005) Discapacidad,122
16/03/2020,(06102) Salitre El Greco,(006) Apoyo Ciudadano,511
16/03/2020,(06103) CAN,(002) Adulto Mayor,358
16/03/2020,(06103) CAN,(005) Discapacidad,98
16/03/2020,(06103) CAN,(006) Apoyo Ciudadano,550
16/03/2020,(06104) Gobernación,(002) Adulto Mayor,246
16/03/2020,(06104) Gobernación,(005) Discapacidad,61
16/03/2020,(06104) Gobernación,(006) Apoyo Ciudadano,329
16/03/2020,(06105) Quinta Paredes,(002) Adulto Mayor,128
16/03/2020,(06105) Quinta Paredes,(005) Discapacidad,23
16/03/2020,(06105) Quinta Paredes,(006) Apoyo Ciudadano,201
16/03/2020,(06106) Recinto Ferial,(002) Adulto Mayor,207
16/03/2020,(06106) Recinto Ferial,(005) Discapacidad,59
16/03/2020,(06106) Recinto Ferial,(006) Apoyo Ciudadano,359
16/03/2020,(06107) Ciudad Universitaria,(002) Adulto Mayor,229
16/03/2020,(06107) Ciudad Universitaria,(005) Discapacidad,83
16/03/2020,(06107) Ciudad Universitaria,(006) Apoyo Ciudadano,288
16/03/2020,(06108) Concejo de Bogotá,(002) Adulto Mayor,173
16/03/2020,(06108) Concejo de Bogotá,(005) Discapacidad,70
16/03/2020,(06108) Concejo de Bogotá,(006) Apoyo Ciudadano,302
16/03/2020,(06109) Centro Memoria,(002) Adulto Mayor,230
16/03/2020,(06109) Centro Memoria,(005) Discapacidad,105
16/03/2020,(06109) Centro Memoria,(006) Apoyo Ciudadano,495
16/03/2020,(06111) Universidades,(002) Adulto Mayor,312
16/03/2020,(06111) Universidades,(005) Discapacidad,93
16/03/2020,(06111) Universidades,(006) Apoyo Ciudadano,603
16/03/2020,(07000) Portal Sur,(002) Adulto Mayor,2526
16/03/2020,(07000) Portal Sur,(005) Discapacidad,994
16/03/2020,(07000) Portal Sur,(006) Apoyo Ciudadano,7250
16/03/2020,(07001) PERDOMO,(002) Adulto Mayor,269
16/03/2020,(07001) PERDOMO,(005) Discapacidad,74
16/03/2020,(07001) PERDOMO,(006) Apoyo Ciudadano,477
16/03/2020,(07002) MADELENA,(002) Adulto Mayor,335
16/03/2020,(07002) MADELENA,(005) Discapacidad,76
16/03/2020,(07002) MADELENA,(006) Apoyo Ciudadano,402
16/03/2020,(07003) SEVILLANA,(002) Adulto Mayor,153
16/03/2020,(07003) SEVILLANA,(005) Discapacidad,53
16/03/2020,(07003) SEVILLANA,(006) Apoyo Ciudadano,320
16/03/2020,(07004) VENECIA,(002) Adulto Mayor,418
16/03/2020,(07004) VENECIA,(005) Discapacidad,125
16/03/2020,(07004) VENECIA,(006) Apoyo Ciudadano,985
16/03/2020,(07005) ALQUERIA,(002) Adulto Mayor,314
16/03/2020,(07005) ALQUERIA,(005) Discapacidad,92
16/03/2020,(07005) ALQUERIA,(006) Apoyo Ciudadano,534
16/03/2020,(07006) General Santander,(002) Adulto Mayor,323
16/03/2020,(07006) General Santander,(005) Discapacidad,113
16/03/2020,(07006) General Santander,(006) Apoyo Ciudadano,840
16/03/2020,(07007) NQS - Calle 38A Sur,(002) Adulto Mayor,287
16/03/2020,(07007) NQS - Calle 38A Sur,(005) Discapacidad,70
16/03/2020,(07007) NQS - Calle 38A Sur,(006) Apoyo Ciudadano,449
16/03/2020,(07008) NQS - Calle 30 Sur,(002) Adulto Mayor,146
16/03/2020,(07008) NQS - Calle 30 Sur,(005) Discapacidad,48
16/03/2020,(07008) NQS - Calle 30 Sur,(006) Apoyo Ciudadano,175
16/03/2020,(07009) SENA,(002) Adulto Mayor,361
16/03/2020,(07009) SENA,(005) Discapacidad,113
16/03/2020,(07009) SENA,(006) Apoyo Ciudadano,598
16/03/2020,(07010) Bosa,(002) Adulto Mayor,157
16/03/2020,(07010) Bosa,(005) Discapacidad,75
16/03/2020,(07010) Bosa,(006) Apoyo Ciudadano,608
16/03/2020,(07101) CASTELLANA,(002) Adulto Mayor,137
16/03/2020,(07101) CASTELLANA,(005) Discapacidad,50
16/03/2020,(07101) CASTELLANA,(006) Apoyo Ciudadano,435
16/03/2020,(07102) NQS - CALLE 75,(002) Adulto Mayor,290
16/03/2020,(07102) NQS - CALLE 75,(005) Discapacidad,76
16/03/2020,(07102) NQS - CALLE 75,(006) Apoyo Ciudadano,649
16/03/2020,(07103) AV. CHILE,(002) Adulto Mayor,575
16/03/2020,(07103) AV. CHILE,(005) Discapacidad,225
16/03/2020,(07103) AV. CHILE,(006) Apoyo Ciudadano,1113
16/03/2020,(07104) Simon Bolivar,(002) Adulto Mayor,409
16/03/2020,(07104) Simon Bolivar,(005) Discapacidad,90
16/03/2020,(07104) Simon Bolivar,(006) Apoyo Ciudadano,561
16/03/2020,(07105) MOVISTAR ARENA,(002) Adulto Mayor,294
16/03/2020,(07105) MOVISTAR ARENA,(005) Discapacidad,59
16/03/2020,(07105) MOVISTAR ARENA,(006) Apoyo Ciudadano,465
16/03/2020,(07106) EL CAMPIN,(002) Adulto Mayor,439
16/03/2020,(07106) EL CAMPIN,(005) Discapacidad,82
16/03/2020,(07106) EL CAMPIN,(006) Apoyo Ciudadano,551
16/03/2020,(07107) U. NACIONAL,(002) Adulto Mayor,371
16/03/2020,(07107) U. NACIONAL,(005) Discapacidad,86
16/03/2020,(07107) U. NACIONAL,(006) Apoyo Ciudadano,460
16/03/2020,(07108) Av. El Dorado,(002) Adulto Mayor,187
16/03/2020,(07108) Av. El Dorado,(005) Discapacidad,46
16/03/2020,(07108) Av. El Dorado,(006) Apoyo Ciudadano,210
16/03/2020,(07109) CAD,(002) Adulto Mayor,608
16/03/2020,(07109) CAD,(005) Discapacidad,134
16/03/2020,(07109) CAD,(006) Apoyo Ciudadano,839
16/03/2020,(07110) PALOQUEMAO,(002) Adulto Mayor,395
16/03/2020,(07110) PALOQUEMAO,(005) Discapacidad,120
16/03/2020,(07110) PALOQUEMAO,(006) Apoyo Ciudadano,836
16/03/2020,(07111) NQS - RICAURTE,(002) Adulto Mayor,589
16/03/2020,(07111) NQS - RICAURTE,(005) Discapacidad,137
16/03/2020,(07111) NQS - RICAURTE,(006) Apoyo Ciudadano,1039
16/03/2020,(07112) COMUNEROS,(002) Adulto Mayor,542
16/03/2020,(07112) COMUNEROS,(005) Discapacidad,122
16/03/2020,(07112) COMUNEROS,(006) Apoyo Ciudadano,629
16/03/2020,(07113) SANTA ISABEL,(002) Adulto Mayor,307
16/03/2020,(07113) SANTA ISABEL,(005) Discapacidad,78
16/03/2020,(07113) SANTA ISABEL,(006) Apoyo Ciudadano,333
16/03/2020,(07200) Tygua-San José,(002) Adulto Mayor,167
16/03/2020,(07200) Tygua-San José,(005) Discapacidad,65
16/03/2020,(07200) Tygua-San José,(006) Apoyo Ciudadano,245
16/03/2020,(07201) Guatoque -Veraguas,(002) Adulto Mayor,151
16/03/2020,(07201) Guatoque -Veraguas,(005) Discapacidad,37
16/03/2020,(07201) Guatoque -Veraguas,(006) Apoyo Ciudadano,278
16/03/2020,(07503) SAN MATEO,(002) Adulto Mayor,1708
16/03/2020,(07503) SAN MATEO,(005) Discapacidad,411
16/03/2020,(07503) SAN MATEO,(006) Apoyo Ciudadano,2678
16/03/2020,(07504) TERREROS,(002) Adulto Mayor,744
16/03/2020,(07504) TERREROS,(005) Discapacidad,204
16/03/2020,(07504) TERREROS,(006) Apoyo Ciudadano,1896
16/03/2020,(07505) LEON XIII,(002) Adulto Mayor,366
16/03/2020,(07505) LEON XIII,(005) Discapacidad,110
16/03/2020,(07505) LEON XIII,(006) Apoyo Ciudadano,682
16/03/2020,(07506) DESPENSA,(002) Adulto Mayor,116
16/03/2020,(07506) DESPENSA,(005) Discapacidad,35
16/03/2020,(07506) DESPENSA,(006) Apoyo Ciudadano,320
16/03/2020,(08000) Portal Tunal,(002) Adulto Mayor,1690
16/03/2020,(08000) Portal Tunal,(005) Discapacidad,1059
16/03/2020,(08000) Portal Tunal,(006) Apoyo Ciudadano,7483
16/03/2020,(08001) Parque el Tunal,(002) Adulto Mayor,128
16/03/2020,(08001) Parque el Tunal,(005) Discapacidad,93
16/03/2020,(08001) Parque el Tunal,(006) Apoyo Ciudadano,520
16/03/2020,(08002) Biblioteca,(002) Adulto Mayor,128
16/03/2020,(08002) Biblioteca,(005) Discapacidad,105
16/03/2020,(08002) Biblioteca,(006) Apoyo Ciudadano,363
16/03/2020,(08100) Portal Tunal Cable,(002) Adulto Mayor,1
16/03/2020,(08100) Portal Tunal Cable,(006) Apoyo Ciudadano,6
16/03/2020,(09000) Cabecera Usme,(002) Adulto Mayor,2148
16/03/2020,(09000) Cabecera Usme,(005) Discapacidad,1336
16/03/2020,(09000) Cabecera Usme,(006) Apoyo Ciudadano,7848
16/03/2020,(09001) Molinos,(002) Adulto Mayor,880
16/03/2020,(09001) Molinos,(005) Discapacidad,561
16/03/2020,(09001) Molinos,(006) Apoyo Ciudadano,2931
16/03/2020,(09002) Consuelo,(002) Adulto Mayor,104
16/03/2020,(09002) Consuelo,(005) Discapacidad,90
16/03/2020,(09002) Consuelo,(006) Apoyo Ciudadano,409
16/03/2020,(09003) Socorro,(002) Adulto Mayor,112
16/03/2020,(09003) Socorro,(005) Discapacidad,92
16/03/2020,(09003) Socorro,(006) Apoyo Ciudadano,473
16/03/2020,(09004) Santa Lucía,(002) Adulto Mayor,494
16/03/2020,(09004) Santa Lucía,(005) Discapacidad,254
16/03/2020,(09004) Santa Lucía,(006) Apoyo Ciudadano,1939
16/03/2020,(09100) Calle 40 Sur,(002) Adulto Mayor,683
16/03/2020,(09100) Calle 40 Sur,(005) Discapacidad,386
16/03/2020,(09100) Calle 40 Sur,(006) Apoyo Ciudadano,2043
16/03/2020,(09101) Quiroga,(002) Adulto Mayor,193
16/03/2020,(09101) Quiroga,(005) Discapacidad,108
16/03/2020,(09101) Quiroga,(006) Apoyo Ciudadano,445
16/03/2020,(09103) Olaya,(002) Adulto Mayor,505
16/03/2020,(09103) Olaya,(005) Discapacidad,247
16/03/2020,(09103) Olaya,(006) Apoyo Ciudadano,1005
16/03/2020,(09104) Restrepo,(002) Adulto Mayor,1013
16/03/2020,(09104) Restrepo,(005) Discapacidad,523
16/03/2020,(09104) Restrepo,(006) Apoyo Ciudadano,2483
16/03/2020,(09105) Río Fucha,(002) Adulto Mayor,323
16/03/2020,(09105) Río Fucha,(005) Discapacidad,159
16/03/2020,(09105) Río Fucha,(006) Apoyo Ciudadano,474
16/03/2020,(09106) Nariño,(002) Adulto Mayor,254
16/03/2020,(09106) Nariño,(005) Discapacidad,119
16/03/2020,(09106) Nariño,(006) Apoyo Ciudadano,457
16/03/2020,(09107) Hortúa,(002) Adulto Mayor,399
16/03/2020,(09107) Hortúa,(005) Discapacidad,309
16/03/2020,(09107) Hortúa,(006) Apoyo Ciudadano,821
16/03/2020,(09108) Hospital,(002) Adulto Mayor,75
16/03/2020,(09108) Hospital,(005) Discapacidad,88
16/03/2020,(09108) Hospital,(006) Apoyo Ciudadano,187
16/03/2020,(09109) Tercer Milenio,(002) Adulto Mayor,215
16/03/2020,(09109) Tercer Milenio,(005) Discapacidad,86
16/03/2020,(09109) Tercer Milenio,(006) Apoyo Ciudadano,411
16/03/2020,(09110) Avenida Jimenez,(002) Adulto Mayor,1512
16/03/2020,(09110) Avenida Jimenez,(005) Discapacidad,535
16/03/2020,(09110) Avenida Jimenez,(006) Apoyo Ciudadano,2196
16/03/2020,(09111) Calle 19,(002) Adulto Mayor,747
16/03/2020,(09111) Calle 19,(005) Discapacidad,216
16/03/2020,(09111) Calle 19,(006) Apoyo Ciudadano,996
16/03/2020,(09113) Calle 22,(002) Adulto Mayor,249
16/03/2020,(09113) Calle 22,(005) Discapacidad,106
16/03/2020,(09113) Calle 22,(006) Apoyo Ciudadano,536
16/03/2020,(09114) Calle 26,(002) Adulto Mayor,503
16/03/2020,(09114) Calle 26,(005) Discapacidad,108
16/03/2020,(09114) Calle 26,(006) Apoyo Ciudadano,722
16/03/2020,(09115) Calle 34,(002) Adulto Mayor,804
16/03/2020,(09115) Calle 34,(005) Discapacidad,292
16/03/2020,(09115) Calle 34,(006) Apoyo Ciudadano,1486
16/03/2020,(09116) Avenida 39,(002) Adulto Mayor,566
16/03/2020,(09116) Avenida 39,(005) Discapacidad,157
16/03/2020,(09116) Avenida 39,(006) Apoyo Ciudadano,804
16/03/2020,(09117) Calle 45,(002) Adulto Mayor,939
16/03/2020,(09117) Calle 45,(005) Discapacidad,242
16/03/2020,(09117) Calle 45,(006) Apoyo Ciudadano,1058
16/03/2020,(09118) Marly,(002) Adulto Mayor,1828
16/03/2020,(09118) Marly,(005) Discapacidad,558
16/03/2020,(09118) Marly,(006) Apoyo Ciudadano,2175
16/03/2020,(09119) Calle 57,(002) Adulto Mayor,742
16/03/2020,(09119) Calle 57,(005) Discapacidad,199
16/03/2020,(09119) Calle 57,(006) Apoyo Ciudadano,1097
16/03/2020,(09120) Calle 63,(002) Adulto Mayor,1157
16/03/2020,(09120) Calle 63,(005) Discapacidad,349
16/03/2020,(09120) Calle 63,(006) Apoyo Ciudadano,1986
16/03/2020,(09121) Las Flores,(002) Adulto Mayor,980
16/03/2020,(09121) Las Flores,(005) Discapacidad,249
16/03/2020,(09121) Las Flores,(006) Apoyo Ciudadano,1449
16/03/2020,(09122) Calle 72,(002) Adulto Mayor,988
16/03/2020,(09122) Calle 72,(005) Discapacidad,289
16/03/2020,(09122) Calle 72,(006) Apoyo Ciudadano,2017
16/03/2020,(09123) Calle 76,(002) Adulto Mayor,1336
16/03/2020,(09123) Calle 76,(005) Discapacidad,375
16/03/2020,(09123) Calle 76,(006) Apoyo Ciudadano,2050
16/03/2020,(10000) Portal 20 de Julio,(002) Adulto Mayor,1540
16/03/2020,(10000) Portal 20 de Julio,(005) Discapacidad,824
16/03/2020,(10000) Portal 20 de Julio,(006) Apoyo Ciudadano,5319
16/03/2020,(10001) Country Sur,(002) Adulto Mayor,404
16/03/2020,(10001) Country Sur,(005) Discapacidad,191
16/03/2020,(10001) Country Sur,(006) Apoyo Ciudadano,1046
16/03/2020,(10002) Av. Primero de Mayo,(002) Adulto Mayor,854
16/03/2020,(10002) Av. Primero de Mayo,(005) Discapacidad,380
16/03/2020,(10002) Av. Primero de Mayo,(006) Apoyo Ciudadano,2654
16/03/2020,(10003) Ciudad Jardín,(002) Adulto Mayor,122
16/03/2020,(10003) Ciudad Jardín,(005) Discapacidad,34
16/03/2020,(10003) Ciudad Jardín,(006) Apoyo Ciudadano,170
16/03/2020,(10004) Policarpa,(002) Adulto Mayor,140
16/03/2020,(10004) Policarpa,(005) Discapacidad,65
16/03/2020,(10004) Policarpa,(006) Apoyo Ciudadano,221
16/03/2020,(10005) Bicentenario,(002) Adulto Mayor,215
16/03/2020,(10005) Bicentenario,(005) Discapacidad,116
16/03/2020,(10005) Bicentenario,(006) Apoyo Ciudadano,526
16/03/2020,(10006) San Victorino,(002) Adulto Mayor,562
16/03/2020,(10006) San Victorino,(005) Discapacidad,215
16/03/2020,(10006) San Victorino,(006) Apoyo Ciudadano,871
16/03/2020,(10007) Las Nieves,(002) Adulto Mayor,687
16/03/2020,(10007) Las Nieves,(005) Discapacidad,192
16/03/2020,(10007) Las Nieves,(006) Apoyo Ciudadano,1020
16/03/2020,(10008) San Diego,(002) Adulto Mayor,279
16/03/2020,(10008) San Diego,(005) Discapacidad,102
16/03/2020,(10008) San Diego,(006) Apoyo Ciudadano,562
16/03/2020,(10009) Museo Nacional,(002) Adulto Mayor,532
16/03/2020,(10009) Museo Nacional,(005) Discapacidad,195
16/03/2020,(10009) Museo Nacional,(006) Apoyo Ciudadano,1155
16/03/2020,(10010) San Bernardo,(002) Adulto Mayor,272
16/03/2020,(10010) San Bernardo,(005) Discapacidad,179
16/03/2020,(10010) San Bernardo,(006) Apoyo Ciudadano,501
16/03/2020,(12000) Puente Aranda,(002) Adulto Mayor,64
16/03/2020,(12000) Puente Aranda,(005) Discapacidad,25
16/03/2020,(12000) Puente Aranda,(006) Apoyo Ciudadano,169
16/03/2020,(12001) Carrera 43,(002) Adulto Mayor,218
16/03/2020,(12001) Carrera 43,(005) Discapacidad,83
16/03/2020,(12001) Carrera 43,(006) Apoyo Ciudadano,472
16/03/2020,(12002) CDS - Carrera 32,(002) Adulto Mayor,109
16/03/2020,(12002) CDS - Carrera 32,(005) Discapacidad,54
16/03/2020,(12002) CDS - Carrera 32,(006) Apoyo Ciudadano,304
16/03/2020,(12003) Ricaurte,(002) Adulto Mayor,280
16/03/2020,(12003) Ricaurte,(005) Discapacidad,61
16/03/2020,(12003) Ricaurte,(006) Apoyo Ciudadano,492
16/03/2020,(12004) Carrera 22,(002) Adulto Mayor,229
16/03/2020,(12004) Carrera 22,(005) Discapacidad,45
16/03/2020,(12004) Carrera 22,(006) Apoyo Ciudadano,380
16/03/2020,(12007) Zona Industrial,(002) Adulto Mayor,263
16/03/2020,(12007) Zona Industrial,(005) Discapacidad,90
16/03/2020,(12007) Zona Industrial,(006) Apoyo Ciudadano,542
16/03/2020,(14001) La Sabana,(002) Adulto Mayor,222
16/03/2020,(14001) La Sabana,(005) Discapacidad,72
16/03/2020,(14001) La Sabana,(006) Apoyo Ciudadano,292
16/03/2020,(14004) Museo del Oro,(002) Adulto Mayor,864
16/03/2020,(14004) Museo del Oro,(005) Discapacidad,177
16/03/2020,(14004) Museo del Oro,(006) Apoyo Ciudadano,863
16/03/2020,(14005) Las Aguas,(002) Adulto Mayor,444
16/03/2020,(14005) Las Aguas,(005) Discapacidad,95
16/03/2020,(14005) Las Aguas,(006) Apoyo Ciudadano,562
16/03/2020,(40000) Cable Portal Tunal,(002) Adulto Mayor,424
16/03/2020,(40000) Cable Portal Tunal,(005) Discapacidad,214
16/03/2020,(40000) Cable Portal Tunal,(006) Apoyo Ciudadano,2584
