nom sede IPS,nit IPS ,naturaleza,num digito_verificion,num nivel atencion,nom grupo capacidad ,nom descripcion capacidad ,num cantidad capacidad instalada
SALUD TOTAL EPS-S S.A DOSQUEBRADAS,800130907,Privada,4,,SALAS,Procedimientos,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA MONICA,891411663,Pública,1,2,SALAS,Partos,1
CENTRO DE ATENCIÓN AMBULATORIA EL BALSO,891411663,Pública,1,2,SALAS,Procedimientos,1
UNIDAD DE ORIENTACIÓN Y ASISTENCIA MATERNA,860049972,Privada,6,,SALAS,Procedimientos,1
ESE HOSPITAL SANTA ANA,891410661,Pública,0,1,SALAS,Partos,1
ESE HOSPITAL SANTA ANA,891410661,Pública,0,1,SALAS,Procedimientos,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,800099124,Pública,2,1,SALAS,Partos,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO LA VIRGINIA,891401643,Pública,1,2,SALAS,Quirófano,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN PEDRO Y SAN PABLO LA VIRGINIA,891401643,Pública,1,2,SALAS,Partos,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSÉ DE MARSELLA,891408747,Pública,9,1,SALAS,Partos,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL DE MISTRATO RISARALDA,891412126,Pública,0,1,SALAS,Partos,1
Fracturas y Fracturas S.A.S,800146679,Privada,1,,SALAS,Procedimientos,1
CRUZ ROJA SECCIONAL RISARALDA,891408031,Privada,4,,SALAS,Procedimientos,1
CLINICA DE FRACTURAS S.A.S,891411743,Privada,0,,SALAS,Quirófano,1
CLINICA DE FRACTURAS S.A.S,891411743,Privada,0,,SALAS,Procedimientos,1
CLINICA LOS ROSALES S.A,891409981,Privada,0,,SALAS,Partos,1
Clinica Maraya sede 2,801000713,Privada,9,,SALAS,Procedimientos,1
UNIDAD OFTALMOLOGICA LASER S.A,816000810,Privada,1,,SALAS,Quirófano,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE,800231235,Pública,7,3,SALAS,Partos,1
CALCULASER ROSALES,816002451,Privada,8,,SALAS,Procedimientos,1
CLINICA DE CIRUGIA PLASTICA SAN RAFAEL LTDA,900304016,Privada,8,,SALAS,Quirófano,1
Clínica de Cirugía Plástica Dr. César Bolaños,900189664,Privada,7,,SALAS,Quirófano,1
Medicarte S.A,900219866,Privada,8,,SALAS,Procedimientos,1
Endodiagnostico S.A.S.,900244257,Privada,8,,SALAS,Procedimientos,1
IPS Especializada Pereira,900293923,Privada,4,,SALAS,Procedimientos,1
RTS SUCURSAL PEREIRA,805011262,Privada,0,,SALAS,Procedimientos,1
RICARDO LEÓN ESCOBAR S.A.S. Centro de Oftalmología y Cirugía,900434133,Privada,9,,SALAS,Quirófano,1
Art medica,900298928,Privada,3,,SALAS,Procedimientos,1
GAIA Unidad Medica,900399309,Privada,8,,SALAS,Quirófano,1
UNIDAD INTEGRAL EN SALUD PEREIRA,900363673,Privada,9,,SALAS,Procedimientos,1
UPREC UNIDAD DE PREVENCION CLINICA PEREIRA,900363673,Privada,9,,SALAS,Procedimientos,1
IPS MEDIFARMA S.A.S,900559440,Privada,2,,SALAS,Procedimientos,1
UROGIN SAS I.P.S,900543368,Privada,1,,SALAS,Quirófano,1
UROGIN SAS I.P.S,900543368,Privada,1,,SALAS,Procedimientos,1
CLÍNICA OAT,900743259,Privada,3,,SALAS,Procedimientos,1
PROHERIDAS S.A.S.,900846350,Privada,9,,SALAS,Procedimientos,1
DIALY SER PEREIRA,900231793,Privada,8,,SALAS,Procedimientos,1
GASTROKIDS S.A.S,900622320,Privada,6,,SALAS,Procedimientos,1
ESTUDIOS OFTALMOLOGICOS,900341409,Privada,6,,SALAS,Quirófano,1
ESTUDIOS OFTALMOLOGICOS,900341409,Privada,6,,SALAS,Procedimientos,1
IPS CENTRO DE MEDICINA INTEGRATIVA SAS,901090890,Privada,1,,SALAS,Procedimientos,1
ESE HOSPITAL SAN RAFAEL,891409025,Pública,4,1,SALAS,Partos,1
ODONTOCARE SALUD ORAL QUINCHIA,900372785,Privada,3,,SALAS,Procedimientos,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL NAZARETH QUINCHIA,891401308,Pública,7,1,SALAS,Partos,1
CENTRO DE SALUD SANTA TERESITA IRRA,891401308,Pública,7,1,SALAS,Partos,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL SANTA ROSA DE CABAL,891480036,Pública,6,1,CAMAS,Obstetricia,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN VICENTE DE PAUL,891401777,Pública,8,1,SALAS,Partos,1
REHABILITAR CENTRO DE TERAPIAS INTEGRALES EN SALUD SAS,900848500,Privada,6,,SALAS,Procedimientos,1
SALUS GLOBAL PARTNERS SAI,900268120,Privada,1,,SALAS,Partos,1
ENDOCENTER,901047564,Privada,3,,SALAS,Procedimientos,1
CENTRO DE SALUD HERMANA GERTRUDIS DE AGUADA,804015154,Pública,8,1,SALAS,Partos,1
ESE BLANCA ALICIA HERNANDEZ,804009658,Pública,3,1,CAMAS,Pediátrica,1
ESE BLANCA ALICIA HERNANDEZ,804009658,Pública,3,1,CAMAS,Obstetricia,1
E.S.E HOSPITAL JUAN PABLO II ARATOCA,800193904,Pública,2,1,SALAS,Partos,1
ESE HOSPITAL INTEGRADO SAN BERNARDO,890205456,Pública,5,1,SALAS,Quirófano,1
ESE HOSPITAL INTEGRADO SAN BERNARDO,890205456,Pública,5,1,SALAS,Partos,1
CLINIMED BARBOSA LTDA.,804016911,Privada,1,,SALAS,Quirófano,1
CLINIMED BARBOSA LTDA.,804016911,Privada,1,,SALAS,Partos,1
FUNDACION SOCIAL BIOSSANAR BARBOSA,900535405,Privada,0,,SALAS,Procedimientos,1
ESE HOSPITAL SAN JUAN DE DIOS DE BARICHARA,890202002,Pública,1,1,SALAS,Partos,1
IPS CAJASAN BARRANCABERMEJA,890200106,Privada,1,,SALAS,Procedimientos,1
CENTRO MÉDICO SINAPSIS IPS S.A.,900239673,Privada,9,,SALAS,Procedimientos,1
MEDICARTE BARRANCABERMEJA,900219866,Privada,8,,SALAS,Procedimientos,1
PABLO EMILIO VANEGAS PLATA Y CIA LTDA,829000347,Privada,8,,SALAS,Quirófano,1
CENTRO DE SALUD CON CAMAS EL DANUBIO,829001846,Pública,6,1,SALAS,Partos,1
CENTRO DE SALUD CON CAMAS EL CASTILLO,829001846,Pública,6,1,SALAS,Partos,1
CENTRO DE SALUD CON CAMAS EL CENTRO,829001846,Pública,6,1,SALAS,Partos,1
CLINICA SAN JOSE S.A.S,800255963,Privada,4,,SALAS,Quirófano,1
CLINICA SAN JOSE S.A.S,800255963,Privada,4,,SALAS,Procedimientos,1
CLINICA ODONTOLOGOS ESPECIALISTAS ODES LTDA,829004296,Privada,9,,SALAS,Quirófano,1
UNIDAD CLINICA SAN NICOLAS LIMITADA,900064250,Privada,4,,CAMAS,Obstetricia,1
UNIDAD CLINICA SAN NICOLAS LIMITADA,900064250,Privada,4,,SALAS,Partos,1
CENTRO MEDICO FAMILIAS SAS,900201967,Privada,4,,SALAS,Quirófano,1
SANTANDEREANA DE UROLOGIA S.A.S,900214841,Privada,1,,SALAS,Procedimientos,1
LABORATORIO DE CITOLOGIA Y PATOLOGIA LACIPAT SAS,900706911,Privada,0,,SALAS,Procedimientos,1
MI CLINICA PRIMERO DE MAYO S.A.S,900875222,Privada,8,,SALAS,Quirófano,1
MI CLINICA PRIMERO DE MAYO S.A.S,900875222,Privada,8,,SALAS,Procedimientos,1
Cardiofitness S.A.S.,900476215,Privada,4,,SALAS,Quirófano,1
Cardiofitness S.A.S.,900476215,Privada,4,,SALAS,Procedimientos,1
CLINICA REINA LUCIA SAS,900936058,Privada,9,,SALAS,Procedimientos,1
IPS BARRANCABERMEJA,804016036,Privada,1,,SALAS,Procedimientos,1
ESE HOSPITAL SAN JUAN DE DIOS DE BETULIA,800212070,Pública,8,1,SALAS,Partos,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE BOLIVAR,804003072,Pública,0,1,SALAS,Partos,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE BOLIVAR,804003072,Pública,0,1,SALAS,Procedimientos,1
CLINICA SAN PABLO SA,890211722,Privada,4,,SALAS,Procedimientos,1
INSTITUTO NEUMOLOGICO DEL ORIENTE S.A.,800249700,Privada,1,,SALAS,Procedimientos,1
CLINICA REVIVIR SA,800153463,Privada,5,,SALAS,Quirófano,1
CLINICA MATERNO INFANTIL SAN LUIS SA,890208758,Privada,8,,SALAS,Procedimientos,1
CLÍNICA OFTALMOLÓGICA CABECERA SAS,890208634,Privada,3,,SALAS,Quirófano,1
CENTRO NACIONAL DE ONCOLOGIA S.A.,804013017,Privada,8,,SALAS,Procedimientos,1
HOSPITAL LOCAL DEL NORTE,800084206,Pública,2,1,SALAS,Procedimientos,1
UNIDAD MATERNO INFANTIL SANTA TERESITA,800084206,Pública,2,1,SALAS,Procedimientos,1
Centro de salud El Rosario,800084206,Pública,2,1,SALAS,Procedimientos,1
CENTRO DE SALUD MUTIS,800084206,Pública,2,1,SALAS,Procedimientos,1
CENTRO DE SALUD TOLEDO PLATA,800084206,Pública,2,1,SALAS,Procedimientos,1
Centro de Salud IPC,800084206,Pública,2,1,SALAS,Procedimientos,1
CENTRO DE SALUD DE GIRARDOT,800084206,Pública,2,1,SALAS,Procedimientos,1
Centro de Salud Santander,800084206,Pública,2,1,SALAS,Procedimientos,1
CENTRO DE SALUD GAITAN,800084206,Pública,2,1,SALAS,Procedimientos,1
Centro de Salud Pablo VI,800084206,Pública,2,1,SALAS,Procedimientos,1
Centro de Salud La Joya,800084206,Pública,2,1,SALAS,Procedimientos,1
CENTRO DE SALUD LA LIBERTAD,800084206,Pública,2,1,SALAS,Procedimientos,1
Centro de Salud Campo Hermoso,800084206,Pública,2,1,SALAS,Procedimientos,1
Centro de Salud Colorados,800084206,Pública,2,1,SALAS,Procedimientos,1
Centro de Salud Comuneros,800084206,Pública,2,1,SALAS,Procedimientos,1
CLINICA DE ESTERILIZACION Y CURACIONES CEKURA LTDA,804008868,Privada,9,,SALAS,Quirófano,1
CLINICA CHICAMOCHA SA,890209698,Privada,9,,CAMAS,Cuidado Intermedio Pediátrico,1
CLINICA CHICAMOCHA SA,890209698,Privada,9,,CAMAS,Cuidado Intensivo Pediátrico,1
CLINICA CHICAMOCHA SA,890209698,Privada,9,,SALAS,Partos,1
CLINICA CHICAMOCHA SA,890209698,Privada,9,,SALAS,Procedimientos,1
CLINICA ESIMED BUCARAMANGA,800215908,Privada,8,,CAMAS,Cuidado Intermedio Adulto,1
CLINICA ESIMED BUCARAMANGA,800215908,Privada,8,,SALAS,Procedimientos,1
CEMES CALLE 52,800215908,Privada,8,,SALAS,Procedimientos,1
IPS COOMULTRASAN SEDE VII,890201063,Privada,6,,SALAS,Procedimientos,1
IPS COOMULTRASAN CARRERA 27,890201063,Privada,6,,SALAS,Procedimientos,1
SALUD DIAGNÓSTICA COOMULTRASAN,890201063,Privada,6,,SALAS,Procedimientos,1
MASTER CANCER,804014898,Privada,4,,SALAS,Procedimientos,1
MAREA NIÑAS,800099778,Privada,9,,SALAS,Procedimientos,1
SAN MIGUEL,800099778,Privada,9,,SALAS,Procedimientos,1
SAN ALONSO,800099778,Privada,9,,SALAS,Procedimientos,1
FUNDACION FINSEMA CABECERA,800154879,Privada,1,,SALAS,Procedimientos,1
PROFAMILIA,860013779,Privada,5,,SALAS,Quirófano,1
EFISALUD RIESGOS PROFESIONALES LIMITADA,804009739,Privada,1,,SALAS,Procedimientos,1
Centro Oftalmologico Dr. Jose Jaimes Ramirez - Maranatha Excimer Laser S.A.S,804016445,Privada,0,,SALAS,Quirófano,1
Centro Oftalmologico Dr. Jose Jaimes Ramirez - Maranatha Excimer Laser S.A.S,804016445,Privada,0,,SALAS,Procedimientos,1
Salud Oral Florecer,900005301,Privada,1,,SALAS,Procedimientos,1
Clínica de Ortopedia Minimamente Invasiva,900110631,Privada,4,,SALAS,Quirófano,1
SERVICLINICOS DROMEDICA S.A.,900073081,Privada,4,,SALAS,Partos,1
MEDYSER IPS,900262463,Privada,5,,SALAS,Quirófano,1
MEDYSER IPS,900262463,Privada,5,,SALAS,Procedimientos,1
Centro Medico Quirurgico La Riviera S.A.S.,900110992,Privada,8,,SALAS,Procedimientos,1
IPS PUNTO DE SALUD S.A. BUCARAMANGA,811007832,Privada,5,,SALAS,Procedimientos,1
CENTRO MÉDICO SINAPSIS IPS S.A.,900239673,Privada,9,,SALAS,Procedimientos,1
CENTRO MEDICO SINAPSIS IPS SEDE 2 S.A.,900239673,Privada,9,,SALAS,Procedimientos,1
CLINICA COLMENA S.A.S,900264294,Privada,6,,SALAS,Quirófano,1
LINDE COLOMBIA S.A. - AGENCIA BUCARAMANGA,860005114,Privada,4,,CAMAS,Adultos,1
ALBA SERRANO CLINICA CIRUGIA PLASTICA & MEDICINA ESTETICA S.A.S,900315429,Privada,3,,SALAS,Quirófano,1
Unidad de Hematologia y Oncologia de Santander UNIDHOS,900373690,Privada,7,,SALAS,Procedimientos,1
CLINICA REGIONAL DEL ORIENTE,804012688,Privada,5,,SALAS,Partos,1
CONSULTORIO SELECTA,900429730,Privada,6,,SALAS,Procedimientos,1
FUNDACION SIN CANCER,900246272,Privada,8,,SALAS,Procedimientos,1
Centro de Administración de Medicamentos OFFIMÉDICAS,900098550,Privada,5,,SALAS,Procedimientos,1
PERFECT BODY NUEVA IMAGEN S.A.S.,900434947,Privada,7,,SALAS,Quirófano,1
PRODUCTOS HOSPITALARIOS S.A - PRO-H S-A,804016084,Privada,5,,SALAS,Procedimientos,1
eslabonar sas,900299770,Privada,1,,SALAS,Procedimientos,1
Líneas Hospitalarias,900294380,Privada,1,,SALAS,Procedimientos,1
CLÍNICA PINK LÁSER CIRUGÍA PLÁSTICA Y ESTÉTICA S.A.S.,900475067,Privada,6,,SALAS,Quirófano,1
CLÍNICA PINK LÁSER CIRUGÍA PLÁSTICA Y ESTÉTICA S.A.S.,900475067,Privada,6,,SALAS,Procedimientos,1
SINERGIA SALUD ATENCION BASICA MESETA,900363673,Privada,9,,SALAS,Procedimientos,1
UDOP,900569802,Privada,8,,SALAS,Quirófano,1
IPS Especializada Bucaramanga,900293923,Privada,4,,SALAS,Procedimientos,1
"GRUPO COLOMBIANO VIDA Y SALUD IPS SAS ""COLVISALUD""",900602237,Privada,7,,SALAS,Procedimientos,1
MEDICARTE BUCARAMANGA,900219866,Privada,8,,SALAS,Procedimientos,1
"UNIDAD DE GASTROENTEROLOGÍA, NUTRICIÓN Y ENDOSCOPIA PEDIATRICA SAS",900077651,Privada,0,,SALAS,Procedimientos,1
DAVITA BUCARAMANGA,900532504,Privada,8,,SALAS,Procedimientos,1
MISION SALUD INTERNACIONAL SAS - BUCARAMANGA,900116722,Privada,3,,SALAS,Procedimientos,1
Centro de Especialistas Grupo Vive+,900872730,Privada,4,,SALAS,Procedimientos,1
FUNDACION VER SIN FRONTERAS,900707850,Privada,4,,SALAS,Quirófano,1
GASTROQUIRURGICA DEL ORIENTE,900871571,Privada,5,,SALAS,Procedimientos,1
BIO SLIM SAS,900613412,Privada,7,,SALAS,Quirófano,1
CUIDADOS RESPIRATORIOS INTEGRALES SAS,900910047,Privada,5,,SALAS,Procedimientos,1
ACQUA S.A.S,900998601,Privada,4,,SALAS,Procedimientos,1
IPS CABECERA SAS,900884937,Privada,3,,SALAS,Quirófano,1
IPS CABECERA SAS,900884937,Privada,3,,SALAS,Procedimientos,1
BUCARAMANGA,900986949,Privada,1,,SALAS,Procedimientos,1
LABORAL SALUD IPS S.A.,901017957,Privada,6,,SALAS,Procedimientos,1
EVOLUZION CARE,901026947,Privada,0,,SALAS,Quirófano,1
EVOLUZION CARE,901026947,Privada,0,,SALAS,Procedimientos,1
RM TRANSLOGISTICA,900882016,Privada,6,,SALAS,Procedimientos,1
Cardiofitness S.A.S,900476215,Privada,4,,SALAS,Quirófano,1
Cardiofitness S.A.S,900476215,Privada,4,,SALAS,Procedimientos,1
Instituto del Corazon de Bucaramanga S.A. - Sede Chicamocha,804014839,Privada,1,,SALAS,Quirófano,1
IPS CLÍNICA GESTIONARBIENESTAR,900101736,Privada,0,,SALAS,Procedimientos,1
ESE CENTRO DE SALUD SAN PEDRO DE CABRERA,804014637,Pública,9,1,SALAS,Partos,1
IPS CENTRO DE SALUD SAN ANTONIO,804011439,Pública,3,1,CAMAS,Pediátrica,1
IPS CENTRO DE SALUD SAN ANTONIO,804011439,Pública,3,1,CAMAS,Adultos,1
IPS CENTRO DE SALUD SAN ANTONIO,804011439,Pública,3,1,CAMAS,Obstetricia,1
IPS CENTRO DE SALUD SAN ANTONIO,804011439,Pública,3,1,SALAS,Partos,1
ESE HOSPITAL SAN BARTOLOME DE CAPITANEJO,800194328,Pública,4,1,CAMAS,Pediátrica,1
ESE HOSPITAL SAN BARTOLOME DE CAPITANEJO,800194328,Pública,4,1,CAMAS,Obstetricia,1
ESE HOSPITAL SAN BARTOLOME DE CAPITANEJO,800194328,Pública,4,1,SALAS,Quirófano,1
ESE HOSPITAL SAN BARTOLOME DE CAPITANEJO,800194328,Pública,4,1,SALAS,Partos,1
CENTRO DE SALUD SAN JUAN DE SAHAGUN DEL MUNICIPIO DE CARCASI,800125276,Pública,5,1,SALAS,Partos,1
Empresa Social del Estado Cepita,804015655,Pública,6,1,SALAS,Partos,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO CERRITO,804013228,Pública,5,1,CAMAS,Pediátrica,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO CERRITO,804013228,Pública,5,1,CAMAS,Obstetricia,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO CERRITO,804013228,Pública,5,1,SALAS,Partos,1
ESE HOSPITAL LUIS CARLOS GALAN SARMIENTO DE CHARALA,900192428,Pública,6,1,CAMAS,Pediátrica,1
ESE HOSPITAL LUIS CARLOS GALAN SARMIENTO DE CHARALA,900192428,Pública,6,1,CAMAS,Obstetricia,1
ESE HOSPITAL LUIS CARLOS GALAN SARMIENTO DE CHARALA,900192428,Pública,6,1,SALAS,Partos,1
ESE HOSPITAL LUIS CARLOS GALAN SARMIENTO DE CHARALA,900192428,Pública,6,1,SALAS,Procedimientos,1
E.S.E UCATA,804009386,Pública,5,1,SALAS,Partos,1
ESE DIVINO NIÑO JESUS,804016288,Pública,0,1,CAMAS,Pediátrica,1
ESE DIVINO NIÑO JESUS,804016288,Pública,0,1,CAMAS,Obstetricia,1
CLINICA SAN JOSE IPS LTDA,804008809,Privada,4,,CAMAS,Pediátrica,1
ESE HOSPITAL INTEGRADO SAN JUAN DE CIMITARRA,890204895,Pública,0,1,SALAS,Partos,1
PUESTO DE SALUD HOSPITAL INTEGRADO SAN JUAN DE CIMITARRA,890204895,Pública,0,1,SALAS,Partos,1
IPS CIMITARRA,804016036,Privada,1,,SALAS,Procedimientos,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE CONCEPCION,890203551,Pública,8,1,SALAS,Partos,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE CONCEPCION,890203551,Pública,8,1,SALAS,Procedimientos,1
ESE CENTRO DE SALUD SAN CAYETANO,804012398,Pública,4,1,CAMAS,Pediátrica,1
ESE CENTRO DE SALUD SAN CAYETANO,804012398,Pública,4,1,SALAS,Partos,1
SANATORIO DE CONTRATACION EMPRESA SOCIAL DEL ESTADO,890205335,Pública,2,1,SALAS,Partos,1
Empresa Social del Estado Coromoro,804008515,Pública,4,1,CAMAS,Pediátrica,1
Empresa Social del Estado Coromoro,804008515,Pública,4,1,CAMAS,Obstetricia,1
Empresa Social del Estado Coromoro,804008515,Pública,4,1,SALAS,Procedimientos,1
ESE HOSPITAL INTEGRADO SAN ROQUE,890202066,Pública,2,1,SALAS,Partos,1
ESE HOSPITAL INTEGRADO SAN ROQUE,890202066,Pública,2,1,SALAS,Procedimientos,1
E.S.E. HOSPITAL EL CARMEN,804016365,Pública,1,1,SALAS,Quirófano,1
E.S.E. HOSPITAL EL CARMEN,804016365,Pública,1,1,SALAS,Partos,1
ESE CENTRO DE SALUD JUAN SOLERI,804007611,Pública,9,1,CAMAS,Pediátrica,1
ESE CENTRO DE SALUD JUAN SOLERI,804007611,Pública,9,1,CAMAS,Adultos,1
ESE CENTRO DE SALUD JUAN SOLERI,804007611,Pública,9,1,CAMAS,Obstetricia,1
ESE CENTRO DE SALUD JUAN SOLERI,804007611,Pública,9,1,SALAS,Partos,1
ESE CENTRO DE SALUD EL PEÑON,900000615,Pública,4,1,CAMAS,Obstetricia,1
ESE CENTRO DE SALUD EL PEÑON,900000615,Pública,4,1,SALAS,Partos,1
ESE HOSPITAL DE ENCISO,804017570,Pública,8,1,CAMAS,Obstetricia,1
ESE HOSPITAL DE ENCISO,804017570,Pública,8,1,SALAS,Partos,1
INSTITUTO NEUMOLOGICO DEL ORIENTE SA- FOSUNAB CONSULTORIO 512,800249700,Privada,1,,SALAS,Procedimientos,1
INSTITUTO NEUMOLOGICO DEL ORIENTE - FOSUNAB 703,800249700,Privada,1,,SALAS,Procedimientos,1
CLINICA ESIMED CAÑAVERAL,800215908,Privada,8,,CAMAS,Cuidado básico neonatal,1
CLINICA ESIMED CAÑAVERAL,800215908,Privada,8,,SALAS,Procedimientos,1
IPS COOMULTRASAN CAÑAVERAL SEDE II,890201063,Privada,6,,SALAS,Procedimientos,1
CAL ONCOLOGICOS,804014898,Privada,4,,SALAS,Procedimientos,1
WILDEN,800099778,Privada,9,,SALAS,Procedimientos,1
SALUD TOTAL EPS-S S.A FLORIDABLANCA,800130907,Privada,4,,SALAS,Procedimientos,1
PROFESIONALES DE LA SALUD Y CÍA. LTDA. - PROTESIS OCULARES,800030832,Privada,1,,SALAS,Procedimientos,1
FUNDACION CARDIOVASCULAR DE COLOMBIA - INSTITUTO CARDIOVASCULAR,890212568,Privada,0,,SALAS,Partos,1
GERMAN PABLO SANDOVAL AUDIOFON SAS SEDE 2 MOD 19,800199976,Privada,1,,SALAS,Quirófano,1
GERMAN PABLO SANDOVAL AUDIOFON SAS SEDE 3 CIO,800199976,Privada,1,,SALAS,Quirófano,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS DE FLORIDABLANCA,890202024,Pública,3,2,SALAS,Partos,1
ESE CLINICA GUANE,804006936,Pública,2,1,SALAS,Partos,1
ESE CLINICA GUANE,804006936,Pública,2,1,SALAS,Procedimientos,1
FUNDACION OFTALMOLOGICA DE SDER FOSCAL,890205361,Privada,4,,CAMAS,Cuidado Intermedio Neonatal,1
FUNDACION OFTALMOLOGICA DE SDER FOSCAL,890205361,Privada,4,,CAMAS,Cuidado Intermedio Pediátrico,1
FUNDACION OFTALMOLOGICA DE SDER FOSCAL,890205361,Privada,4,,CAMAS,Cuidado Intensivo Pediátrico,1
FUNDACION OFTALMOLOGICA DE SDER FOSCAL,890205361,Privada,4,,CAMAS,Cuidado básico neonatal,1
FUNDACION OFTALMOLOGICA DE SDER FOSCAL,890205361,Privada,4,,SALAS,Partos,1
FRESENIUS MEDICAL CARE COLOMBIA S.A. UNIDAD RENAL FOSCAL,830007355,Privada,2,,SALAS,Procedimientos,1
"UNIDAD CLINICA MEDICA EL LAGO LIMITADA ""CLINILAGO LTDA""",900067780,Privada,1,,SALAS,Procedimientos,1
ESE HOSPITAL SAN JUAN DE DIOS DEL MUNICIPIO DE GALAN SANTANDER,890201933,Pública,9,1,CAMAS,Pediátrica,1
ESE HOSPITAL SAN JUAN DE DIOS DEL MUNICIPIO DE GALAN SANTANDER,890201933,Pública,9,1,CAMAS,Obstetricia,1
ESE HOSPITAL SAN JUAN DE DIOS DEL MUNICIPIO DE GALAN SANTANDER,890201933,Pública,9,1,SALAS,Partos,1
CENTRO DE SALUD GAMBITA,890203373,Pública,3,1,SALAS,Partos,1
CENTRO DE SALUD GAMBITA,890203373,Pública,3,1,SALAS,Procedimientos,1
Clínica Girón ESE,890203242,Pública,7,1,SALAS,Partos,1
Clínica Girón ESE,890203242,Pública,7,1,SALAS,Procedimientos,1
LA COFRADIA CORPORACION FAMILIAR RECREATIVA AGENTE DE DESARROLLO INTEGRAL ACTIVO S.A.S,804012988,Privada,1,,SALAS,Procedimientos,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA,890205627,Pública,8,1,CAMAS,Pediátrica,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA,890205627,Pública,8,1,CAMAS,Obstetricia,1
EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ANA,890205627,Pública,8,1,SALAS,Partos,1
ESE HOSPITAL NUESTRA SEÑORA DE GUADALUPE,900186802,Pública,3,1,CAMAS,Pediátrica,1
ESE HOSPITAL NUESTRA SEÑORA DE GUADALUPE,900186802,Pública,3,1,CAMAS,Obstetricia,1
ESE HOSPITAL NUESTRA SEÑORA DE GUADALUPE,900186802,Pública,3,1,SALAS,Partos,1
ESE HOSPITAL NUESTRA SEÑORA DE GUADALUPE,900186802,Pública,3,1,SALAS,Procedimientos,1
ESE SAN CAYETANO GUAPOTA,804007868,Pública,4,1,CAMAS,Pediátrica,1
ESE SAN CAYETANO GUAPOTA,804007868,Pública,4,1,CAMAS,Adultos,1
ESE SAN CAYETANO GUAPOTA,804007868,Pública,4,1,CAMAS,Obstetricia,1
ESE SAN CAYETANO GUAPOTA,804007868,Pública,4,1,SALAS,Partos,1
ESE SAN CAYETANO GUAPOTA,804007868,Pública,4,1,SALAS,Procedimientos,1
ESE SAN JOSE DE GUAVATÀ,804010394,Pública,6,1,CAMAS,Pediátrica,1
E.S.E CENTRO DE SALUD SAN ROQUE,804015164,Pública,1,1,SALAS,Partos,1
E.S.E NUESTRA SEÑORA DE LA PAZ,804015920,Pública,3,1,SALAS,Partos,1
E.S.E HOSPITAL INTEGRADO DE LANDAZURI,890205516,Pública,9,1,SALAS,Partos,1
E.S.E HOSPITAL INTEGRADO DE LANDAZURI,890205516,Pública,9,1,SALAS,Procedimientos,1
ESE HOSPITAL SAN JUAN DE DIOS DE LEBRIJA,890203436,Pública,9,1,SALAS,Partos,1
FORPRESALUD IPS SAS,804008792,Privada,8,,SALAS,Partos,1
ESE NUESTRA SEÑORA DE LAS NIEVES,900005067,Pública,0,1,CAMAS,Pediátrica,1
ESE NUESTRA SEÑORA DE LAS NIEVES,900005067,Pública,0,1,CAMAS,Obstetricia,1
ESE NUESTRA SEÑORA DE LAS NIEVES,900005067,Pública,0,1,SALAS,Partos,1
EMPRESA SOCIAL DEL ESTADO SEÑOR DE LA MISERICORDIA DE MACARAVITA,804008207,Pública,0,1,CAMAS,Obstetricia,1
EMPRESA SOCIAL DEL ESTADO SEÑOR DE LA MISERICORDIA DE MACARAVITA,804008207,Pública,0,1,SALAS,Partos,1
IPS MALAGA,804016036,Privada,1,,SALAS,Procedimientos,1
HOSPITAL SAN RAFAEL DE MATANZA,890210222,Pública,9,1,CAMAS,Pediátrica,1
HOSPITAL SAN RAFAEL DE MATANZA,890210222,Pública,9,1,SALAS,Partos,1
ESE HOSPITAL SAN PEDRO CLAVER DE MOGOTES SANTANDER.,890204659,Pública,9,1,SALAS,Partos,1
ESE CENTRO DE SALUD NUESTRA SEÑORA DE LA ESPERANZA MOLAGAVITA,804014810,Pública,7,1,SALAS,Partos,1
Empresa Social del Estado de Ocamonte Santander,804015127,Pública,9,1,SALAS,Partos,1
