OBJECTID,Object_ID,Código de Habilitación,Código del Prestador,Nombre de la IPS,Dirección,Número Identificación Tributaria,Número de Fax,Clase de Prestador,Clase de Persona,Naturaleza Jurídica,Número de Teléfono,Correo Electrónico,coord_x,coord_y
507,507,110010778801,1100107788,CLINICA LA SABANA S.A,AV 19 # 102 - 53 PISO 1 y Piso 7,800017308,Sin Dato,Instituciones - IPS,Juridica,Privada,6221120 - 7953111,calidad@clinicalasabana.com,,
508,508,110010756401,1100107564,INSTITUTO DE CIRUGIA OCULAR PALERMO,CALLE 46 # 13 13,800048248,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
513,513,110010802402,1100108024,CLINICA PARTENON CONSULTA EXTERNA,CRA 76 # 73 35,800085486,4304112,Instituciones - IPS,Juridica,Privada,4306767,direcciongeneral@clinicapartenon.com,,
521,521,110010803501,1100108035,MEDLUCARA LTDA,AK 20 # 80 -77,800131264,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
522,522,110010754701,1100107547,QUALITAS SALUD LTDA,KR 10A # 67 63,800132210,7420655,Instituciones - IPS,Juridica,Privada,5454875,gerencia@qualitassalud.com,,
526,526,110010812001,1100108120,GARCIA PEREZ MEDICA Y COMPAÑIA S.A.S- GARPER MEDICA SAS,CL 45 C # 22 02 PI 2,800231038,Sin Dato,Instituciones - IPS,Juridica,Privada,"3381215, 3381216, 2871949","SUBGERENCIA@GARPERMEDICA.COM,SERVICIOALCLIENTE@GARPERMEDICA.COM",,
534,534,110010759401,1100107594,HOME SALUD SAS,CALLE 89 21 - 30,830063394,6350935,Instituciones - IPS,Juridica,Privada,6350935,homesalud@homesalud.com,,
535,535,110010788901,1100107889,SERVICIOS ODONTOLOGICOS GARDEAZABAL EU,CRA 14 # 98 95 CONS 402,830067260,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
537,537,110010806401,1100108064,ADN ANALISIS LTDA,CRA 16 # 82 95 CONS 805,830079636,Sin Dato,Instituciones - IPS,Juridica,Privada,2364102-2364003,info@adnanalisislabs.com,,
541,541,110010792701,1100107927,ASOCIACION COLOMBIANA PRO NIÑO CON PARALISIS CEREBRAL -PROPACE,CRA 54 # 65 - 85 CONS 8 SEGUNDO PISO,860015852,2504035,Instituciones - IPS,Juridica,Privada,2504035,direccion@propace.org,,
553,553,110010777301,1100107773,CLINICAS ODONTOLOGICAS INTEGRADAS DE BOGOTÁ C O I B,KR 12 A # 78 - 45,860511234,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
555,555,110010780701,1100107807,SUPERAR LTDA,CRA 19 # 63 36,860516579,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
563,563,110010834501,1100108345,COMPAÑIA CLINICA DE ASISTENCIA ODONTOLOGICA SALUD ORAL24 HORAS EU,CRA 20 # 78 72 LOCAL 47,830061249,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
566,566,110010817102,1100108171,CLINICA INFANTIL COLSUBSIDIO,CALLE 67 # 10 - 27,860007336,Sin Dato,Instituciones - IPS,Juridica,Privada,2544200,alberto.leon@colsubsidio.com,,
577,577,110010901501,1100109015,UNIDAD SOCIAL DE ESPECIALISTAS MEDICOS,CALLE 57 # 18 21,800114585,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
580,580,110010845001,1100108450,UNIDAD CARDIOFETAL LTDA,CALLE 90 No. 19 A 49 OFICINA 205,800129799,Sin Dato,Instituciones - IPS,Juridica,Privada,2189878 - 6109890 - 3152444038,u.cardiofetal@gmail.com,,
581,581,110010857501,1100108575,IPS CLINICA JOSE A RIVAS S.A. OTORRINOLARINGOLOGIA,AK 19 No. 100-88,800149169,6917407,Instituciones - IPS,Juridica,Privada,6163077 EXT 5014-5016,diradministrativa@clinicarivas.com,,
596,596,110010849901,1100108499,SISTEMAS INTEGRALES EN SALUD OCUPACIONAL LTDA,Cl 67 # 10A-40 AP 400 piso 4,830072208,2488405,Instituciones - IPS,Juridica,Privada,5410618 - 3112192775,gerencia@sistemasintegralesenso.com,,
609,609,110010895201,1100108952,CLINICA PALERMO,Calle 45 C No. 22-02,860006745,7006719,Instituciones - IPS,Juridica,Privada,5727777 - 7420540,GestiondeCalidad@clinicapalermo.com.co,,
615,615,110010897201,1100108972,LIGA CONTRA EL CANCER SECCIONAL BOGOTA,CALLE 56 # 6 28,860043211,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
632,632,110010918605,1100109186,CLINISANITAS DIAGNOSTICO,AK 45 No. 108 a 50 PISO 3,800149384,5895420 ext 5718466,Instituciones - IPS,Juridica,Privada,5895420,sfiguero@colsanitas.com,,
640,640,110010917807,1100109178,CASTELLANA CPO,CRA 45 No 93-79,800149453,Sin Dato,Instituciones - IPS,Juridica,Privada,3612888,dir_soniacz@cpo.com.co,,
653,653,110010931601,1100109316,MART SALUD IPS EU,KR 11 A # 97-37,830068715,6114770,Instituciones - IPS,Juridica,Privada,6114770,cristimart5@hotmail.com,,
660,660,110010961201,1100109612,CENTRO DE ESPECIALIDADES MEDICO QUIRURGICAS LTDA,CALLE 45 A # 27 20,830103663,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
662,662,110010920801,1100109208,FUNDACION SEMILLAS DE VIDA,TV 70 # 9 A 79,830104502,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
664,664,110010936101,1100109361,CLINICA DE MARLY,CL 50 # 9 67,860002541,Sin Dato,Instituciones - IPS,Juridica,Privada,3436600,cmarly@marly.com.co,,
665,665,110010936103,1100109361,SERVICIO DE RESONANCIA MAGNETICA,CL 50 # 9 16,860002541,Sin Dato,Instituciones - IPS,Juridica,Privada,3436600,cmarly@marly.com.co,,
673,673,110010936501,1100109365,UNIDAD RADIOLOGICA DEL CHICO LTDA,CRA 11 # 97 23 OF 301,860064132,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
680,680,110011115802,1100111158,ASISTIR SALUD SAS FONTIBON,KR 99 # 20 C 61,800216958,Sin Dato,Instituciones - IPS,Juridica,Privada,2231145,gerenciageneral@asistirsalud.com,,
693,693,110011058201,1100110582,ESTUDIOS ANATOMOPATOLOGICOS LTDA,KR 16 # 53 26 P 4,830096658,3146187,Instituciones - IPS,Juridica,Privada,3463573,juvenalbaena@hotmail.com,,
695,695,110011044701,1100110447,ALTA VISION,Kr 14 No. 86A - 15,830111080,6164585,Instituciones - IPS,Juridica,Privada,6164585,doviedo@hablemosdesalud.com.co,,
699,699,110011005802,1100110058,CLINICA FEDERMAN,CALLE 58 A # 37 10,860066191,Sin Dato,Instituciones - IPS,Juridica,Privada,3752720,yanirasolorza_35@yahoo.es,,
703,703,110011107601,1100111076,PROSALUD SOCIEDAD POR ACCIONES SIMPLIFICADA PROSALUD SAS,KR 13 # 77 A 22,860069614,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
714,714,110010602403,1100106024,DINAMICA IPS IPS PUNTO DE SALUD CHAPINERO,AV CRA 7 No. 54 27 PISO 1,800225057,Sin Dato,Instituciones - IPS,Juridica,Privada,Sin Dato,Sin Dato,,
723,723,110010994106,1100109941,FRESENIUS MEDICAL CARE COLOMBIA S.A UNIDAD RENAL EL DORADO,Diagonal 82 BIS No. 85 -90,830007355,3175859775,Instituciones - IPS,Juridica,Privada,3175859775,admin.ElDorado@fmc-ag.com.co,,
724,724,110010397306,1100103973,LABOPAT SAS MARLY,Calle 50 No. 8-27 CONSULTORIO 501,800133151,3401726,Instituciones - IPS,Juridica,Privada,3401726,laboratorio@labopat.com.co,,
726,726,110010918622,1100109186,LABORATORIO CENTRAL DE REFERENCIA,KR 69 C # 99 - 45,800149384,6058600 Ext. 109,Instituciones - IPS,Juridica,Privada,6058600 / 6058799,sfiguero@colsanitas.com,,
732,732,110011240801,1100112408,RADA AESTHETIC Y SPA,KR 17 No. 109-47,830130407,6207936,Instituciones - IPS,Juridica,Privada,6201119,sergiorada@latinmail.com,,
733,733,110011243701,1100112437,RIESGO DE FRACTURA S.A.,CRA 12 No. 98 - 38,830027158,2361891,Instituciones - IPS,Juridica,Privada,5922999,calidad2@cayre.co,,
745,745,110011275601,1100112756,ENDO THERAPEUTICS SEDE MARLY,CR 13 49-40 CS 525,830115566,2320759,Instituciones - IPS,Juridica,Privada,3383864-2451496,gerencia@venolaser.com,,
755,755,110011287301,1100112873,ORGANIZACION VACUNEMOS COLOMBIA,CL 102 A # 45 A 09,830135561,7424474,Instituciones - IPS,Juridica,Privada,7424478,info@vacunemoscolombia.com,,
760,760,110010649517,1100106495,ANALIZAR LABORATORIO CLINICO AUTOMATIZADO S.A.S.,AC 24 # 68 C 25 LC 16,891408851,Sin Dato,Instituciones - IPS,Juridica,Privada,6580000 ext. 9239 - 9240,analizar@analizarlab.com,,
770,770,110011340601,1100113406,ENLACE_LAB LTDA,AV 116 # 14 A 36 OF 502-101,830145128,2136052,Instituciones - IPS,Juridica,Privada,2136052,enlacelab@gmail.com,,
772,772,110011348301,1100113483,ODONTECH,CL 109# 17A-35 CS 401,830031646,6256433,Instituciones - IPS,Juridica,Privada,6021070,integralsaludltda@gmail.com,,
775,775,110010448802,1100104488,TAC Y RESONANCIA DEL COUNTRY,KR 16 # 84 A - 09 CS 324,800006509,6559965,Instituciones - IPS,Juridica,Privada,6217200,countryscanltda@etb.net.co,,
798,798,110010733506,1100107335,COMPENSAR UNIDAD DE SERVICIOS CALLE 67,CL 67 # 10 06,860066942,Sin Dato,Instituciones - IPS,Juridica,Privada,57 1 4285088,abarragan@compensar.com,,
804,804,110010735719,1100107357,OPTICENTRO INTERNACIONAL CALLE 75,CL 75 # 13 37,860043998,Sin Dato,Instituciones - IPS,Juridica,Privada,4824268,opticentro@sky.net.co,,
819,819,110011486201,1100114862,UNIDAD DE FERTILIDAD FERTIVIDA Y CIA LTDA.,KR 19A No. 82 - 85 Consultorio 401,900032582,7953130,Instituciones - IPS,Juridica,Privada,7953130 Ext 4017,administracion@fertivida.co,,
820,820,110011495501,1100114955,ASISTIR TERAPIAS Y ASESORIA OCUPACIONAL SAS,TRV. 66 No. 35-55 MDL. AMARILLO L. 203 OPERATIVA. LC. R9 / R10 TERMINAL SALITRE,900032314,Sin Dato,Instituciones - IPS,Juridica,Privada,7422744,asistirterapiasyasesoria@hotmail.com,,
821,821,110010709104,1100107091,LABORATORIO DE INVESTIGACION HORMONAL LIH S.A. SEDE MARLY,CL 50 # 8-24 CS. 705,800075543,6207825,Instituciones - IPS,Juridica,Privada,3100054,lablih@cable.net.co,,
822,822,110011086102,1100110861,CLINICA LOYOLA,KR 19 A # 84 64,830103995,Sin Dato,Instituciones - IPS,Juridica,Privada,6168152,LOYOLALASER@YAHOO.COM,,
826,826,110010561806,1100105618,CENTRO DE ESTUDIOS E INVESTIGACIONES EN SALUD,"Calle 119 # 7- 74 Piso 2- Consultorio 1,2,3 y 4",860037950,6575707,Instituciones - IPS,Juridica,Privada,6030303,dirhospital@fsfb.org.co,,
836,836,110010571104,1100105711,SEDE CALLE 85 COLCAN,CL 85 No. 12-15,800066001,2363768,Instituciones - IPS,Juridica,Privada,2572012,colcan@cable.net.co,,
837,837,110011523501,1100115235,ODONTOLOGIA ESPECIALIZADA COLOMBIANA CLINICAS DENTALES S.A.,CL 108 14B 24,900020963,57 091 2154848,Instituciones - IPS,Juridica,Privada,57 091 2154848,marcelacubillosr@yahoo.es,,
849,849,110011533901,1100115339,BOCAS CLINICA ODONTOLOGICA,CALLE 44 # 59-12 PISO 3,830145199,2214579,Instituciones - IPS,Juridica,Privada,2223037,bocasodontologia@yahoo.com,,
862,862,110011554701,1100115547,MEDICINA NUCLEAR PALERMO ORGANIZACION SANITAS INTERNACIONAL SAS.,KR 23 # 45 C 31 LC 6 LC 7,830135697,Sin Dato,Instituciones - IPS,Juridica,Privada,2871908,sfiguero@colsanitas.com,,
867,867,110011568301,1100115683,BLUE LASER MEDICINA INTEGRAL S.A,Calle 52 # 71D - 37 Local 2,900073623,Sin Dato,Instituciones - IPS,Juridica,Privada,5712951570,clinicabluelaser@yahoo.com,,
886,886,110011160201,1100111602,FUNDACION COLOMBIANA DE TERAPIA RELACIONAL - FUNDATERAPIA-,CL 51 # 5 57,832002969,2878875,Instituciones - IPS,Juridica,Privada,2321346,info@fundaterapia.org,,
889,889,110010870601,1100108706,CENTRO INTERNACIONAL DE MEDICINAS ALTERNATIVAS VAN UDEN IPS,AV SUBA # 100 33,830081149,Sin Dato,Instituciones - IPS,Juridica,Privada,5333800,alfonsocarlos10@gmail.com,,
893,893,110010785701,1100107857,FUNDACION COLOMBIANA DE ENFERMEDADES VASCULARES,CALLE 101 No. 16 - 39,800105234,6114766,Instituciones - IPS,Juridica,Privada,6367016,info@fundvascular.com,,
894,894,110010013017,1100100130,SONRIA DAMA SALUD SEDE CHAPINERO,KR 13 # 61 23 LC 4,830108482,2493989,Instituciones - IPS,Juridica,Privada,2493989,schapinero@sonria.com.co,,
898,898,110011610701,1100116107,SOCIEDAD ONCOLOGICA ONCOCARE LTDA. SIGLA ONCOCARE LTDA,AV KR 20 No 80 - 91,900078685,7021922,Instituciones - IPS,Juridica,Privada,3207750,oncocareltda@hotmail.com,,
899,899,110011606901,1100116069,Centro de Dermatologia y Cirugia Dermatologica del Country CDCD LTDA,Calle 83 # 16a 44 Consultorio303,900096797,Sin Dato,Instituciones - IPS,Juridica,Privada,071/7038176,info@centrodermatologicodelcountry.com,,
901,901,110010918630,1100109186,CLINICA UNIVERSITARIA COLOMBIA,"CL 23 No. 66 - 46 Int. 5, Int.4. Piso 3 CN 201, 202, 203, 204, 205, 206, 208, 511, 512, 513, 514, 704, 708, 712, 719, 720, 721, 722, 723, 725, 727, 814, 911, 920, 921, 927, 1009, 1013, 1214, 301, 305, 320, 919 UN 103",800149384,5948660,Instituciones - IPS,Juridica,Privada,5948650,sfiguero@colsanitas.com,,
903,903,110011613301,1100116133,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,KR 52 # 67 A 71,900098476,2310042,Instituciones - IPS,Juridica,Privada,4377540,direccion.general@hospitalinfantildesanjose.org.co,,
909,909,110011622001,1100116220,FUNDACION CREER EN LO NUESTRO,CRA 20 No 45 A-08 OFICINA 503,900044836,2854622,Instituciones - IPS,Juridica,Privada,2854622,fundacreer@hotmail.com,,
920,920,110011624501,1100116245,CENTRO OFTALMOLOGICO GUSTAVO E TAMAYO,CL 113 # 7 - 45 OF 906 TO B,900112451,6292905,Instituciones - IPS,Juridica,Privada,6292882,sandraramirez@gustavotamayo.com - gtvotmy@telecorp.net,,
923,923,110011627501,1100116275,AESTHETIC MEDICAL SPA,KR 10 No. 96 - 25 CS 403,800222501,6160574,Instituciones - IPS,Juridica,Privada,6160557,laseryesretica@hotmail.com,,
933,933,110011643001,1100116430,GNQ,CL 102 # 14 A 15 TERCER PISO,900024984,6293351,Instituciones - IPS,Juridica,Privada,5206939-5222501,gnq-unidad@hotmail.com,,
937,937,110011645801,1100116458,CLINICA ODONTOLOGICA RV,AC 68 # 57 82 PI 2,830145567,6302466,Instituciones - IPS,Juridica,Privada,6305106,clinicaronaldvargas@gmail.com,,
946,946,110011666001,1100116660,ARCANGELES FUNDACION PARA LA REHABILITACION INTEGRAL,CL # 106 17A 43,900109866,6 29 70 77,Instituciones - IPS,Juridica,Privada,6 29 70 77- 6 20 70 47,juan salazar@fundacionarcangeles.com,,
966,966,110011040003,1100110400,COOMEVA MEDICINA PREPAGADA S.A. - CEM COOMEVA EMERGENCIA MEDICA,CRA 28 B N° 78 - 35,805009741,3199555 EXT 15502,Instituciones - IPS,Juridica,Privada,3199555 EXT 15500,eduardo_severino@coomeva.com.co,,
974,974,110011697101,1100116971,"PREVENCIÓN, ATENCIÓN E INVESTIGACIÓN EN SALUD LTDA, PAIS",CRA 16 N° 84A-09 CS 505,900085600,6217246,Instituciones - IPS,Juridica,Privada,6217254,vacuanartePAIS@gmail.com,,
989,989,110011718301,1100117183,LAURITA-CORPORACION PARA EL DESARROLLO INTEGRAL LTDA,KR 65 No. 96-31,900130598,5716130245,Instituciones - IPS,Juridica,Privada,5716130245,Sin Dato,,
996,996,110011723801,1100117238,BIOMOLECULAR DIAGNOSTICA LTDA,CALLE 102 A No. 45-46,900110259,2564281,Instituciones - IPS,Juridica,Privada,6216563,bio.molecular@yahoo.es,,
1007,1007,110010733517,1100107335,CAJA DE COMPENSACION FAMILIAR / CONSULTORIO EMPRESARIAL REGISTRADURIA NACIONAL,AC 26 # 51-50 Piso 1,860066942,Sin Dato,Instituciones - IPS,Juridica,Privada,57 1 4285088,abarragan@compensar.com,,
1010,1010,110010733520,1100107335,CAJA DE COMPENSACION FAMILIAR / CONSULTORIO EMPRESARIAL CHALLENGER S.A.,DG 25 G No. 94-55,860066942,Sin Dato,Instituciones - IPS,Juridica,Privada,57 1 4285088,abarragan@compensar.com,,
1020,1020,110011739302,1100117393,OPTICA ITALIANA CENTRO COMERCIAL SALITRE PLAZA,KR 68 B # 40 - 39 LC 1 - 67,900152323,Sin Dato,Instituciones - IPS,Juridica,Privada,4169098 - 4168106,opticaitaliana895@hotmail.com,,
1025,1025,110010572504,1100105725,CENTRO AMBULATORIO SAN RICARDO PAMPURI,CARRERA 13 #55-28,860015905,Sin Dato,Instituciones - IPS,Juridica,Privada,2921277,CLLAPAZ@CLLAPAZ.COM.CO,,
1027,1027,110010101012,1100101010,Centro Médico Deportivo de Acondicionamiento Físico Family Gym,KR 53- 56B-04,830033206,Sin Dato,Instituciones - IPS,Juridica,Privada,4827804,pavlovi@athleticcmd.com,,
1041,1041,110011750801,1100117508,BRACKETS & BRACKETS,cra 67 a No 95-16,830093422,2711052,Instituciones - IPS,Juridica,Privada,6241944,brackets.brackets@gmail.com,,
1046,1046,110010649523,1100106495,ANALIZAR LABORATORIO CLINICO AUTOMATIZADO S.A.S.,CL 93 # 14 25 LC 4,891408851,Sin Dato,Instituciones - IPS,Juridica,Privada,6232566,analizar@analizarlab.com,,
1047,1047,110011756601,1100117566,"CENTRO DE ATENCIÓN INTEGRAL DE HERIDAS CRÓNICAS COMPLEJAS S.A. ""CAIHCRON""",AK 45 No. 103-19,900160082,Sin Dato,Instituciones - IPS,Juridica,Privada,2364461 2164344,caihcron@gmail.com,,
1053,1053,110011762901,1100117629,ABC BEBE ECOGRAFIAS MEDICAS LTDA,CRA 11 Nº 96-43 CONSULTORIO 103,900169604,Sin Dato,Instituciones - IPS,Juridica,Privada,2575624,Sin Dato,,
1074,1074,110011770803,1100117708,CITY DENT CLINICAS DENTALES DE COLOMBIA,KR 100 No 22J-11,900170425,2674462,Instituciones - IPS,Juridica,Privada,2672485,Sin Dato,,
1079,1079,110011770807,1100117708,CITY DENT CLINICAS DENTALES DE COLOMBIA,KR 13 No 57-39,900170425,3101912,Instituciones - IPS,Juridica,Privada,2483742,Sin Dato,,
1108,1108,110011779201,1100117792,GENETIX SAS,CLL 77 No.11-19 OFICINA 605,900175902,3120200,Instituciones - IPS,Juridica,Privada,3120200,genetixlbrtr@gmail.com,,
1109,1109,110011779801,1100117798,INMUNOSALUD,KR 15 # 51 14 CONSULTORIO 202,900174965,4856100,Instituciones - IPS,Juridica,Privada,2119289,inmunosalud@outlook.com,,
1114,1114,110011785801,1100117858,LOPMAN PLUS,CL 87 # 15 23 OFICINA 601,900134936,5716362362,Instituciones - IPS,Juridica,Privada,57106362351,clinilopman@yahoo.com,,
1125,1125,110011792201,1100117922,LABORATORIO CLINICO ALIANZA,CL 63 # 24 44 CS 206 208,900101623,2174470,Instituciones - IPS,Juridica,Privada,2119214,alianzalab@hotmail.com,,
1128,1128,110011793001,1100117930,MARTHA TORRES DE RESTREPO IPS E.U,KR 16 A # 82 75 CS 501,900173780,6170269,Instituciones - IPS,Juridica,Privada,2360284,martafisio@yahoo.es,,
1145,1145,110011812001,1100118120,MEDICINA EMPRESARIAL LTDA.,CRA 13 A # 98 46 P 2,900176886,7 57 04 05,Instituciones - IPS,Juridica,Privada,7 57 04 05 / 3103436090,gerencia@medicinaempresarial.com,,
1146,1146,110011812501,1100118125,FUNDACION INTEGRAL SENTIR,KR 70 C # 54 69,900188967,4169495,Instituciones - IPS,Juridica,Privada,2634910,fundasentir@hotmail.com,,
1147,1147,110011813101,1100118131,LABORATORIO DE CITOPATOLOGIA Y PATOLOGIA LTDA CITOMAP,CL 45 C 21 A 33 CS 505,900153232,2953154,Instituciones - IPS,Juridica,Privada,2953154,citoalex@yahoo.es,,
1148,1148,110010448803,1100104488,TAC Y RESONANCIA DEL COUNTRY,KR 16 A # 82-37 PI 4,800006509,2365420,Instituciones - IPS,Juridica,Privada,6519020,countryscanltda@etb.net.co,,
1151,1151,110010559712,1100105597,Centro de Atención en Salud Cafam Calle 48,KR 13 # 48-47,860013570,Sin Dato,Instituciones - IPS,Juridica,Privada,3105111 Ext 4275-4152,calidadsalud@cafam.com.co,,
1178,1178,110011847701,1100118477,ASISTENCIA CIENTIFICA DE ALTA COMPLEJIDAD SAS,Calle 45 B No. 24 - 25,900206215,3384473,Instituciones - IPS,Juridica,Privada,3384473,acacbogota@hotmail.com,,
1182,1182,110011848501,1100118485,EL ROSALITO E.U.,CARRERA 15 # 46-40,900204221,Sin Dato,Instituciones - IPS,Juridica,Privada,2457168-3105615534,elrosalito@yahoo.com,,
1190,1190,110010952313,1100109523,VIRREY SOLIS IPS S.A CHAPINERO,AV CARACAS No 49 83,800003765,4473535 EXT 318,Instituciones - IPS,Juridica,Privada,"4473535 EXT 248, 246","garantiacalidadvs@virreysolisips.com.co, calidad@virreysolisips.com.co",,
1194,1194,110011044702,1100110447,EXAMENES DIAGNOSTICOS,CL 86 A # 13 A 09 OF 301,830111080,Sin Dato,Instituciones - IPS,Juridica,Privada,6164736,doviedo@hablemosdesalud.com.co,,
1203,1203,110011876801,1100118768,PRERESALUD S.A.S,Calle 52 N. 19 - 19 Interior 1,830143723,Sin Dato,Instituciones - IPS,Juridica,Privada,3099056 - 3203976595,preresalud@yahoo.es,,
1210,1210,110011886201,1100118862,CAPELLA ODONTOLOGIA ESPECIALIZADA,AV 15 No. 104-76 OF 308,900221199,2154580,Instituciones - IPS,Juridica,Privada,2154560,juliocapella@hotmail.com,,
1214,1214,110011890901,1100118909,GOLDEN CLINIC S.A.,DG 46 # 20 84,900224358,2456652,Instituciones - IPS,Juridica,Privada,2456652,goldenclinics57@yahoo.com,,
1231,1231,110011104804,1100111048,CENDIATRA OCCIDENTE,AV. CRA 68 NO. 17-82,800180176,2826817,Instituciones - IPS,Juridica,Privada,4470068,cendiatra@etb.net.co,,
1239,1239,110011237402,1100112374,ASISDERMA CLINICA DE LA PIEL LA CASTELLANA,CL 100 No. 47 A 11 PISO 2,830126960,(091) 6222536,Instituciones - IPS,Juridica,Privada,(091) 6044276,dermatologysedenorte@hotmail.com,,
1240,1240,110010401402,1100104014,PMA CLINICA COLOMBIA,CL 23 No. 66 - 46 INTERIOR 4 CONSULTORIO 1123,830014121,312491657,Instituciones - IPS,Juridica,Privada,0315708822 - 0315704700,pma@fertilidadpma.com,,
1241,1241,110011917601,1100119176,CENTRO MEDICO INTEGRAL CHICO MEDPLUS MEDICINA PREPAGADA,KR 14 # 94 49,900178724,Sin Dato,Instituciones - IPS,Juridica,Privada,5924501,grupomedplus@medplus.com.co,,
1246,1246,110010240417,1100102404,IDIME SEDE LAGO CALLE 77,CALLE 77 # 13 35,800065396,5455036,Instituciones - IPS,Juridica,Privada,3438770,contabilidad@idime.com.co,,
1266,1266,110011932701,1100119327,INSTITUCION PRESTADORA DE SERVICIOS DE SALUD SAS SIGLA IPS SOA SAS,KR 46 # 91-35,900228304,Sin Dato,Instituciones - IPS,Juridica,Privada,4661810 - 3132867804,ipssoas@gmail.com,,
1271,1271,110010917809,1100109178,CALLE 98,KR 49 # 98 A 18,800149453,6105710,Instituciones - IPS,Juridica,Privada,6105710,TatianaJ@saludtotal.com.co,,
1272,1272,110010869402,1100108694,UNIDAD INTEGRAL DE MEDICINA BIOENERGETICA Y ESTETICA UNIMSALUD SPA,TV 22 BIS No. 61B 61,830011008,Sin Dato,Instituciones - IPS,Juridica,Privada,3456397,spa@unimsalud.com.co,,
1276,1276,110011944001,1100119440,CERTIFICAR.ORG,CL 45 No. 27A -12,900234969,Sin Dato,Instituciones - IPS,Juridica,Privada,3680068,grupocimco@gmail.com,,
1281,1281,110011948801,1100119488,MMS FISIOTERAPEUTAS SAS,AK 7 # 119-14 CS 428-429,900060130,571-2153562,Instituciones - IPS,Juridica,Privada,571-2153512,fisiosmms@gmail.com,,
1285,1285,110010620508,1100106205,LABORATORIO CLINICO ANDREAS ROTHSTEIN TOMA DE MUESTRAS,KR 16 A # 80 94 CS 302,800197749,6113095,Instituciones - IPS,Juridica,Privada,6102209,administracion@lcarlab.com,,
1292,1292,110011769913,1100117699,ODONTOFAMILY SANTA HELENITA 2,AC 72 # 76 70,900160430,2247817,Instituciones - IPS,Juridica,Privada,2247817,ofipersonal@hotmail.es,,
1296,1296,110011961901,1100119619,CENTRO DE DESARROLLO PSICOTERAPEUTICO CRECER E.U.,CR 70C No.48-40,900209318,Sin Dato,Instituciones - IPS,Juridica,Privada,7034683 - 3103125848 - 3157850150,crecer@colombia.com,,
1297,1297,110010683411,1100106834,RTS AGENCIA HOSPITAL MILITAR CENTRAL,TRANSVERSAL 3 No. 49-00 HOSPITAL MILITAR CENTRAL PISO CUARTO ALA NORTE UNIDAD RENAL.,805011262,5745614,Instituciones - IPS,Juridica,Privada,5745570,jhon_alexander_sanchez@baxter.com,,
1321,1321,110011977604,1100119776,NATURAL BODY CENTER LTDA.,KR 45 A 101 B 16,830116823,2573812,Instituciones - IPS,Juridica,Privada,2574792,contactenos@naturalbodycenter.com,,
1340,1340,110011991001,1100119910,REHABILITACIÓN ACTIVA E. U.,TV 55B # 114A - 26 CA 17,900265311,Sin Dato,Instituciones - IPS,Juridica,Privada,2715371/3102467525,rehabilitacionactiva@hotmail.com,,
1345,1345,110011995701,1100119957,INVERSIONES MATERON ESCOBAR SAS (INMATES SAS),CL 91 No. 19C-62 CS 305,830121823,(57-1)6232272,Instituciones - IPS,Juridica,Privada,(57-1)6105756,daniel.materon@klinikcolombia.com,,
1351,1351,110012001201,1100120012,CENTRO LASER DE ENFERMEDADES VENOSAS SAS,CLL 92 N. 15-16 OF. 201,900252836,6185610,Instituciones - IPS,Juridica,Privada,6185664,laser.venoso@yahoo.com.co,,
1353,1353,110011275132,1100112751,CENTRO MÉDICO FAMILIAR SANTA MARÍA DEL LAGO,KR 72 BIS # 73 - 96,830128856,4361943,Instituciones - IPS,Juridica,Privada,4361946 3008961386 3007071763 3008960052,imora@corporacionips.com.co,,
1368,1368,110011347103,1100113471,CLINICAS ODONTOLOGICAS DENTAL ART,CR 14 NO. 79 47 P2,830146571,4821650,Instituciones - IPS,Juridica,Privada,7481818/3124324014,info@dentalart.com.co,,
1378,1378,110012016501,1100120165,En Casa Terapias y Salud,CALLE 60 A No 5-54 Oficina 102,900211799,Sin Dato,Instituciones - IPS,Juridica,Privada,2554438,info@encasasalud.com,,
1380,1380,110012017901,1100120179,ORTOPEDICA CHAPINERO E.U.,CRA 15 # 54 - 47,900180348,3105871,Instituciones - IPS,Juridica,Privada,2492125,ortopedicas_chapinero@hotmail.com,,
1396,1396,110010216602,1100102166,REHABILITANDO PALERMO,KR 23 # 45 C 31 CS 216 SUR,830018645,Sin Dato,Instituciones - IPS,Juridica,Privada,2877439,rehabilitando1@hotmail.com,,
