RAZON SOCIAL;SEDE;DIRECCIÓN;IPSTELEFON;CORREO;TIPO DE IPS
Mundodent Clínicas Odontológicas SAS;Mundodent Clínicas Odontológicas SAS;KR 112 A # 75 B 05;4400207;mundodent.co@hotmail.com;Privada
N&H Proteccion Santos Ospina Luisa Fernanda;N&H Proteccion Santos Ospina Luisa Fernanda;KR 68 # 22 A 71 OF 9 903;4272600;alfnubia@hotmail.com;Privada
Nacanisaje S A S;Radiologico Imagen Digital Rp;CL 141 C # 103 F 83;8057160;yelopu24@hotmail.com;Privada
Nacira Turbay J Y Asociados Ltda;Nacira Turbay J Y Asociados Ltda;AC 127 # 20 78 CS 407;6154637;naluciaturbay@hotmail.com;Privada
Nasser Jalaff Medical Wellness SAS;Nasser Jalaff Medical Wellness;KR 47 # 94 44 PI 2;3115338576;nasserjalaffmedicalwellness@outlook.es;Privada
Natascha Ortiz Ortiz SAS;Natascha Ortiz Ortiz SAS;KR 16 # 82 74 CS 207;6919269;ortiznatascha@yahoo.es;Privada
Natural Body Center Ltda;Natural Body Center Ltda;CL 53 B # 24 80 CS 413;3460468;naturalbodycenterltda@hotmail.com;Privada
Natural Body Center Ltda;Natural Body Center Ltda;CL 53 B # 24 80 CS 702;3460368;admin@naturalbodycenter.com;Privada
Natural Body Center Ltda;Natural Body Center Ltda;KR 45 A # 101 B 16;2574792;admin@naturalbodycenter.com;Privada
Natural Body Center Ltda;Natural Body Center Ltda;CL 124 # 7 38-48 CS 504 LC 09;7043931;naturalbodycenterltda@hotmail.com;Privada
Natural Body Center Ltda;Natural Body Center Ltda;CL 124 # 7 38-48 LC 09;7044073;naturalbodycenterltda@hotmail.com;Privada
Natural Body Center Ltda;Natural Body Center Ltda;AK 15 # 124 17 CS 411;2159962;admin@naturalbodycenter.com;Privada
Natural Body Center Ltda.;Natural Body Center Ltda.;CL 47 B SUR # 24 B 33 CS 303;7608909;admin@naturalbodycenter.com;Privada
Neofisio Eu;Neofisio Eu;CL 50 # 8 24 CS 506;3100951;neofisio2008@hotmail.com;Privada
Neumo Investigaciones SAS;Neumo Investigaciones SAS;CL 50 # 7 36 PI 3;2172854;neumoinvestigaciones@hotmail.com;Privada
Neuro Optim Ltda;Neuro Optim Ltda;CL 93 B # 17 12 CS 209;6182432;neurooptim@etb.net.co;Privada
Neurocountry Ltda;Neurocountry Ltda;KR 16 A # 82 46 PI 1;2960325;abolanos@cable.net.co;Privada
Neurocountry Ltda;Neurocountry Ltda;KR 16 A # 82 46 PI 1;7043483;neurocountry@gmail.com;Privada
Neurocountry Ltda;Neurocountry Ltda;KR 16 # 82 57 PI 4 CS 415;5300470;abolanos@cable.net.co;Privada
Neurogenios SAS;Neurogenios SAS;CL 170 A # 57 20;6721993;neurogenios@hotmail.com;Privada
Neurologos Clínicos Asociados Cia Ltda;Neurologos Clínicos Asociados Cia Ltda;KR 36 # 25 D14 CS 401;7450966 Ext. 2412;pablolneuro@hotmail.com;Privada
Neuromedic Ltda;Neuromedic Ltda;CL 83 # 19 36 CS 304;6161632;pjpenagos@hotmail.com;Privada
Neuronabebe SAS;Neuronabebe SAS;CL 80 #19 A 10 AP 201;3204034068;mary.cespedes@neuronabebe.com;Privada
Neuropsicologia Habilitacion Y Rehabilitacion Terapeutica S.A -Neuroharte S.A;Neuropsicologia Habilitacion Y Rehabilitacion Terapeutica S.A -Neuroharte S.A;KR 7 A # 124 29;2135204;nehuroarte@gmail.com;Privada
Neurovital Care SAS;Neurovital Care SAS;AC 134 # 7 B 83 OF 722;5208295;neurovitalcare@gmail.com;Privada
New Image Aesthetic Surgery Ltda;New Image Aesthetic Surgery Ltda;KR 17 A # 105 - 70;6205292;gerencia@clinicnewimage.com;Privada
New Image Aesthetic Surgery Ltda;New Image Aesthetic Surgery Ltda;KR 17 A # 105 - 70;7049581;clincianuevaimagen@hotmail.com;Privada
New Life Medicina Estetica Ltda;New Life Medicina Estetica Ltda;KR 18 # 118 04;6373022-2137209;rozo2000@gmail.com;Privada
New Smile Clínica Odontológica E.U;New Smile Clínica Odontológica E.U;TV 60 # 127 D 06 PI 2;2715117;rubennewsmile@latinmail.com;Privada
Newmedic S.A.S.;Newmedic SAS;KR 104 # 20 C 40;5454178;info@newmedic.com.co;Privada
Nexus Group Ltda;Nexus Group Ltda;KR 14 A # 112 79;2136131;carmenzagaitanr@hotmail.com;Privada
Nmv Colombia SAS;Bodybrite Cedritos;CL 150 # 19 11 LC 201;5208323;fcastro@sloan.mit.edu;Privada
Nmv Colombia SAS;Bodybrite Modelia;KR 75 # 23 F 07 LC 101;5208323;fcastro@sloan.mit.edu;Privada
Nmv Colombia SAS;Bodybrite Salitre;CL 23 B # 68 C 40 LC 02;5208323;fcastro@sloan.mit.edu;Privada
Nmv Colombia SAS;Bodybrite Techo;TV 71 D # 3 85;5208323;fcastro@sloan.mit.edu;Privada
Nmv Colombia SAS;Nmv Colombia SAS;CL 107 # 8 07;5208323;fcastro@sloan.mit.edu;Privada
Novopat SAS;Novopat SAS;KR 16 # 82-74 AP 709 AP 709;2184874;mariacgom@hotmail.com;Privada
Novopat SAS;Novopat SAS;KR 18 # 84 87 CS 401;7529700;mariacgom@hotmail.com;Privada
Nueva Ëptica Cooperativa;Nueva Ëptica Cooperativa;CL 27 SUR # 19 36;2832430;;Privada
Nueva Vida Salud Integral S.A.;Nueva Vida Salud Integral S.A.;KR 8 A # 15 91 SUR;5300100;cnuevavidaltda@hotmail.com;Privada
Nueva Vida Salud Integral S.A.;Nueva Vida Salud Integral S.A.;AK 68 # 3 60;4190530;cnuevavidaltda@hotmail.com;Privada
Nueva Vida Salud Integral S.A.;Nueva Vida Salud Integral S.A.;CL 86 A # 15 22 OF 401;5300100;;Privada
Nueva Vida Salud Integral S.A.;Nueva Vida Salud Integral S.A.;KR 7 # 156 91 - 89;6746625;cnuevavidaltda@hotmail.com;Privada
Nursing Care S.A.S.;Nursing Care S.A.S.;KR 37 # 64 SUR 22;3132096872;ips.nursingcare@hotmail.com;Privada
Nursing Services Colombia S.A.S;Nursing Services Colombia S.A.S;CL 74 A # 23 39 1;5406747;enfermeras07nursing@gmail.com;Privada
Nursing Services Ltda;Nursing Services Ltda;CL 74 A # 23 39 OF 101;5470843;nursingservices@hotmail.com;Privada
Nursing Services Ltda Pero Podra Utilizar La Sigla Nursing Ltda;Nursing Services Ltda Pero Podra Utilizar La Sigla Nursing Ltda;CL 74 A # 23 39;5470843;nursingservices@hotmail.com;Privada
Nusilmed Institución Prestadora De Servicios De Salud SAS Sigla Nusilmed IPS;Nusilmed Institución Prestadora De Servicios De Salud SAS Nusilmed IPS;KR 7 BIS A # 123 76 OF 203;6201407;juridica@nusilcta.coop;Privada
Obgyn SAS;Obgyn SAS;KR 19 A # 82 85 CS 801;6358057;obgynltda@hotmail.com;Privada
Obstetricia & Ginecologia Limitada Pero Podra Utilizar La Sigla O & G Ltda;Obstetricia Y Ginecologia Ltda;CL 97 # 23 37 PI 10;7430150;diradministrativa@oygltda.com;Privada
Occident Odontología Integral SAS;Occident Odontología Integral SAS;KR 77 A # 64 B 04 LC 103;3132018825;occidentodontologiaintegral@gmail.com;Privada
Ocip Soluciones Radiológicas SAS;Ocip Soluciones Radiológicas SAS;AK 30 # 8 SUR 08 PI 1;4087772;comercial@ocipsolucionesradiologicas.com;Privada
Ocupsalud SAS;Ocupsalud SAS;CL 5 # 30 A 54 LC 1;4703254;ocupsalud@gmail.com;Privada
Odontho Service Ltda.;Odontho Service Ltda.;CL 10 SUR # 11 18;5605754;odonthoservice@gmail.com;Privada
Odonto Américas Neira Vaquez Carlos Alberto;Odonto Américas Neira Vaquez Carlos Alberto;KR 73 B # 4 07;4534991;;Privada
Odonto Imagen Clínica Odontológica Integral Ltda;Odonto Imagen Clínica Odontológica Integral Ltda;KR 77 A # 64 F 63;3138503232;odontoclinicaintegral@hotmail.com;Privada
Odonto Quality Ltda;Odonto Quality Ltda;AC 24 # 43 A 11;2448513;odonto.quality.@hotmail.com;Privada
Odonto Stetic Clínicas Odontológicas;Odonto Stetic Clínicas Odontológicas;KR 75 # 24 11;4812132;;Privada
Odontochico Fontibon SAS;Odontochico Fontibon SAS;CL 24 A BIS # 100  06;4220439;odontochico@medichico.com;Privada
Odontofamily;Odontofamily;CL 17 A # 99 21;2674093;;Privada
Odontofamily;Odontofamily Chapinero;KR 13 # 57 39;2483742;;Privada
Odontofamily;Odontofamily Quirigua;TV 94 A # 80 A 87;2272596-4401399;;Privada
Odontofamily;Odontofamily Salitre;AV LA ESPERANZA # 69 C 80;4160316-4160569;;Privada
Odontofresh;Odontofresh;CL 44 SUR # 25 36;7692545;;Privada
Odontoimagen Del Caribe Eu;Odontoimagen Hayuelos Bogota;CL 20 # 82 52 LC 2-84;7035281;gerencia@odontoimagendelcaribe.com;Privada
Odontoinversiones Ltda;Oral Smile Clínicas Odontológicas Especializadas;KR 86 # 78 14;2919163;oralsmile@hotmail.com;Privada
Odontológicos Torres Mancilla Ltda. - Ortocid Ltda.;Centro Radiológico Maxilofacial Kennedy;CL 37 SUR # 78 F 32 BL 41 AP 110;4545628;danielantonio_torres@latinmail.com;Privada
Odontolandia - Rodriguez Torres Claudia Patricia;Odontolandia - Rodriguez Torres Claudia Patricia;TV 17 # 120 42 CS 101;2139063;;Privada
Odontolandia Unidad Odontológica Infantil Y Familiar E.U.;Odontolandia Unidad Odontológica Infantil Y Familiar E.U.;KR 15 A # 120 42 CS 101;2139063;odontolandia@cable.net.co;Privada
Odontolandia Unidad Odontológica Infantil Y Familiar E.U.;Odontolandia Unidad Odontológica Infantil Y Familiar E.U.;KR 15 A # 120 42 CS 101;2142165;odontolandia2012@hotmail.com;Privada
Odontologicos Torres Mancilla Ltda - Ortocid Ltda;Centro Radiologico Maxilofacial Mandalay;KR 73 # 5 C 27;2640515;ortocidltda@gmail.com;Privada
Odontologos Colombianos Especializados Ltda;Red Oral Colina;KR 58 # 137 B 38 PI 3;2716226;ocecolina@yshoo.es;Privada
Odontologos Cristianos Unidos SAS;Odontologos Cristianos Unidos SAS;CL 49 SUR # 88 C 53 PS 2;7849524;vivis_785@hotmail.com;Privada
Odontologos Especialistas 106 S.A.S;Odontologos Especialistas 106 S.A.S;AK 15 # 106 32 MN 07;5225147;odontologosespeciallitas106@gmail.com;Privada
Odontología D SAS;Odontología D SAS;KR 71 D # 1 13 SUR LC 2;4039552;toronestor@hotmail.com;Privada
Odontología Especializada Colombiana Clínicas Dentales S.A;Odontología Especializada Colombiana Clínicas Dentales S.A;KR 72 C # 8 B 97;2920706;marcelacubillos@yahoo.es;Privada
Odontología Especializada Colombiana Clínicas Dentales S.A;Odontología Especializada Colombiana Clínicas Dentales S.A;CL 108 # 14 B 24;2154848;marcelacubillos@yahoo.es;Privada
Odontología Especializada Colombiana Clínicas Dentales S.A;Odontología Especializada Colombiana Clínicas Dentales S.A.;CL 161 # 21 38;6744275;odontologiaespecializada108@gmail.com;Privada
Odontología Especializada Colombiana Clínicas Dentales S.A;Odontología Especializada Colombiana Clínicas Dentales S.A.;AC 145 # 101 12 LC 2;6840241;marcelacubillos@yahoo.es;Privada
Odontología Estetica S & A SAS;Odontología Estetica S & A SAS;KR 20 # 53 10 LC 201;4005290;odontologiaestetica_@outlook.com;Privada
Odontología General Y Especializada Denplus IPS Ltda;Denplus IPS Ltda;KR 70 # 64 B 14;2405361;magquintero@yahoo.com;Privada
Odontología Kennedy Ok Ltda.;Odontología Kennedy Ok Ltda.;CL 37 SUR # 78 H 76;4542611;;Privada
Odontología Movil SAS;Odontología Movil SAS;AV 82 # 10 65 P 5;3164798100;odontologia.movil.sas@gmail.com;Privada
Odontología Y Laboratorio Dental Ltda. - Odontolad Ltda.;Odontolad Odontoss Santa Isabel;CL 1 F # 27 A 05;5601578;odontoland_si@hotmail.com;Privada
Odontologías 20 De Julio E.U. - Clínica Odontológica Santa Clara 1;Clínica Odontológica Santa Clara;KR 6 # 25 -55 SUR;4092496;;Privada
Odontologías 20 De Julio E.U. - Clínica Odontológica Santa Clara 1;Odontologías 20 De Julio E.U. - Clínica Odontológica Santa Clara 1;CL 26 SUR # 7 74;4091236;;Privada
Odontomarket Gt Clínica Odontológica E.U;Odontomarket Gt Clínica Odontológica E.U;CL 45 A # 27 - 82;6046016;odontomarketgteu@hotmail.com;Privada
Odontomarket Mgt Clínica Odontológica S.A.S;Odontomarket Mgt Clínica Odontológica;KR 22 # 100 24 PI 2;6232392;odontomarketgteu@hotmail.com;Privada
Odontomarket Mgt Clínica Odontológica S.A.S;Odontomarket Mgt Clínica Odontológica Ltda;CL 45 A # 27 82 PI 2;6046016;odontomarketgteu@hotmail.com;Privada
Odonto-Nar Clínicas Odontológicas IPS E.U.;Odonto-Nar Clínicas Odontológicas IPS E.U.;AK 20 # 80 60 GJ 8;2561469;odontonar@colombia.com;Privada
Odontoplus;Odontoplus;CL 44 SUR # 21 32;2794296;;Privada
Odontoplus Santa Lucia Ltda.;Odontoplus Santa Lucia;CL 44 SUR # 21 32;7604643;ycarmona18@msn.com;Privada
Odontoprevent Ltda;Odontoprevent Ltda;CL 93 # 15 51 OF 303;6107978;odontoprevent@etb.net.co;Privada
Odontosalud 80;Odontosalud 80;AC 80 # 107 21 PI 2;4345348;;Privada
Odontosalud 80 E.U;Odontosalud 80 E.U;AC 80 # 107 21 PI 2;4345348;rogradoshotmail.com;Privada
Odontosalud 80 SAS;Odontosalud 80 SAS;AC 80 # 107 21 PI 2;4345348;rogradosq@hotmail.com;Privada
Odontosmile Eus S A S;Odontosmile Eus S A S;KR 78 K # 37 A 94 SUR;4506059;eugenialago65@yahoo.com;Privada
Odontotech Salud Y Estetica Dental Y-O Daniel Alfonso Yepes Becerra;Yepes Becerra Daniel Alfonso;AV 19 # 102 31 LC 2-1;6021094;;Privada
Odxlab Ayudas Diagnosticas Dx Y Lab;Odxlab Ayudas Diagnosticas Dx Y Lab;KR 9 A # 61 13 CS 203;2489294;;Privada
Oe Radiologicos Oral Esthetic Ltda;Oe Radiologicos Oral Esthetic Ltda;CL 67 # 10 A 34 PI 2;2179891;oeradiologicos@hotmail.com;Privada
Oftalmicos Isaza Gomez Y Cia Ltda;Oftalmicos Isaza Gomez;AC 134 # 7 B 83 OF 402;6331618;lferisaza@yahoo.com;Privada
Oftalmocirubosque Ltda;Oftalmocirubosque Ltda;CL 134 # 7 B 83 CS 401;5200037;;Privada
Oftalmocountry S.A;Oftalmocountry S.A;KR 16 # 82 95 CS 804;6227940;;Privada
Oftalmologos Unidos Limitada;Oftalmologos Unidos Limitada;KR 11 # 97 23 CS 101;2568734;andresangulo@campoalto.com;Privada
Oftalmos S.A.;Clínica Barraquer;AV 100 # 18 A 51;6449555;contactenos@barraquer.com.co;Privada
Oftalmosanitas SAS;Oftalmosanitas Cuc;CL 23  # 66 46 INT 4 CS 603 AL 614 y 617;5700811;ccamacho@colsanitas.com;Privada
Oftalmosanitas SAS;Oftalmosanitas SAS;CL 134 # 7 B 83 CS 307 AL 311, 313 A 317 Y 620;5201001;camacho@colsanitas.com;Privada
Oliozftalmos Cuellar Y Cia S En C;Oliozftalmos Cuellar Y Cia S En C;AC 134 # 7 B 83 CS 916;6272088;;Privada
Olmos & Castillo SAS;Nova Smile Clínicas Odontológicas;KR 13 # 44 34 LC 3;3002055149;alvaroolmos2@hotmail.com;Privada
Oncologia Y Radioterapia Integral Asociados Ltda-Orial Ltda;Oncologia Y Radioterapia Integral Asociados Ltda-Orial Ltda;KR 6 # 45 29;2850684;;Privada
Oncologia Y Radioterapia Integral Asociados Ltda-Orial Ltda;Oncologia Y Radioterapia Integral Asociados Ltda-Orial Ltda;KR 6 # 45 63;2455145;;Privada
Oncolombia SAS;Oncolombia SAS;KR 72 BIS # 73 93;2238887;oncolombiaips@gmail.com;Privada
One Lab Ltda.;One Lab Ltda.;KR 20# 37 67;2452738;onelbltda@yahoo.com;Privada
Opalen Centro Medico Estetico Laser SAS;Opalen Centro Medico Estetico Laser SAS;CL 126 A # 7 90;3202773786;info@opalenesteticalaser.com;Privada
Opcion Visual Ltda;Opcion Visual Ltda;TV 18 A # 96 50 OF 303;2181322;;Privada
Operador Integral En Servicios De Salud SAS Elcosalud SAS;Elcosalud Imagenes Diagnosticas IPS;CL 72 A # 86 49-60 LC 34 PI 2;2529392;elcosaludbogota@gmail.com;Privada
Operadora De Clínicas Y Hospitales Sa O C Y H;Centro De Especialistas Medicos Axa Colpatria;CL 90 # 16 43;2133751;jmvelascomusson@hotmail.com;Privada
Operadora De Clínicas Y Hospitales Sa O C Y H;Ocyh Sede Alsacia;CL 12 B #71 D 61 LC 2-15;3364677;gabriel.sanabria@ui.colpatria.com;Privada
Ophtalmolaser Centro De Alta Tecnologia Oftalmologica Marly Fundonal S.A.;Ophthalmolaser;CL 50 # 13 50 PI 3;2491574;gerencia@opthalmolaser.com.co;Privada
Ophthalmos Colombia Ltda;Opticas Ophthalmos Plaza Imperial;AK 104 # 148 07 LC 2-41;6873535;info@ophthalmos-ltda.com;Privada
Opti Contact Del Country Ltda.;Opti Contact Del Country Ltda.;KR 16 3 82 39;6164381;;Privada
Opti Productos SAS;Lafam Visión Center;CL 19 # 8 69;2823867;;Privada
Opti Productos SAS;Lafam Visión Center;TV 71 D # 26 94 LC 1915;4175526;;Privada
Opti Productos SAS;Lafam Vision Center;CL 19 # 9 09;3411387;;Privada
Opti Productos SAS;Lafam Vision Center;CL 19 # 10 41;2827671;gestionhomana@lafamvisioncenter.com.co;Privada
Opti Productos SAS;Lafam Vision Center;KR 92 # 60 90 SUR LC 18;6728277;;Privada
Opti Productos SAS;Lafam Vision Center;KR 68 B # 24 39 LC 123;4168090;;Privada
Opti Productos SAS;Lafam Vision Center;AK 86 # 19 A 50 LC 31- 32;4223080;;Privada
Opti Productos SAS;Lafam Vision Center;KR 12 # 82 02 LC 105;2363000;;Privada
Opti Productos SAS;Lafam Vision Center;KR 12 # 82 02 LC 283;6168689;;Privada
Opti Productos SAS;Lafam Vision Center;CL 46 A # 85 A 51 LC 10;2636776;;Privada
Opti Productos SAS;Lafam Vision Center;AC 100 # 18 A 46;6103971;;Privada
Opti Productos SAS;Lafam Vision Center;AK 19 # 100 52;6171805;;Privada
Opti Productos SAS;Lafam Vision Center;TV 55 # 98 A 66 LC 103;6356277;;Privada
Opti Productos SAS;Lafam Vision Center;AC 80 # 69 Q 50 IN 1;6404606;;Privada
Opti Productos SAS;Lafam Vision Center;AV 19 # 104 89;2156329;;Privada
Opti Productos SAS;Lafam Vision Center;AK 19 # 140 49;2594379;;Privada
Opti Productos SAS;Optiproductos Lafam Vision Center;KR 16 # 51 15;3102813;;Privada
Opti Productos SAS;Optiproductos Lafam Vision Center;CL 72 # 10 34 LC 143;2354102;;Privada
Opti Productos SAS;Optiproductos Lafam Vision Center;AV SUBA # 128 B 52;2532901;;Privada
Optica Alemana Eyh Schmidt Sa;Optica Alemana Calle 122;CL 122 # 18 B 73;2152237;jschmidt@opticaalemana.com.co;Privada
Optica Alemana Eyh Schmidt Sa;Optica Alemana Calle 90;CL 90 # 19 - 29 LC 1;6093832;;Privada
Optica Alemana Eyh Schmidt Sa;Optica Alemana Unicentro De Occidente;KR 111 C # 86 74 LC 210;4406352;;Privada
Optica Alemana Schmidt Hijos Ltda;Optica Alemana;CL 62 # 9 81;2117010;;Privada
Optica Alemana Schmidt Hijos Ltda;Optica Alemana;KR 15 # 91 56 IN3;6913545;;Privada
Optica Alemana Unicentro Ltda;Optica Alemana Unicentro Ltda;KR 15 # 123 30 LC 226;2139482;;Privada
Optica Atenas Express S.A Casa Estrella Unicentro;Optica Atenas Express S.A - Casa Estrella Galerias;CL 53 # 25 30;2484443;opticatenasexpress@hotmail.com;Privada
Optica Atenas Express S.A Casa Estrella Unicentro;Optica Atenas Express S.A Casa Estrella Unicentro;KR 15 # 123 30 LC 113;2140388;optecatenasexpress@hotmail.com;Privada
Optica Avellaneda;Optica Avellaneda;CL 53 # 73 45;2632453;;Privada
Optica Brasilia Ltda;Optica Brasilia;CL 51 # 14 46;2553925;opticabrasilia51@yahoo.es;Privada
Optica Colombiana S.A.;Optica  Colombiana S.A. Niza;AK 58 # 127 59 LC 162;2711635;niza@opticacolombiana.com;Privada
Optica Colombiana S.A.;Optica Colombian S.A. Unicentro;AV 15 # 123 30 LC 2- 26;6190567;unibogota@opticacolombiana;Privada
Optica Colombiana S.A.;Optica Colombiana S A Exito Colina Campestre;AC 147 # 58 C 99;5206167;colina@opticacolombiana.com;Privada
Optica Colombiana S.A.;Optica Colombiana S A Marly;CL 50 # 8 20;3100532;marly@opticacolombiana.com;Privada
Optica Colombiana S.A.;Optica Colombiana S.A.  Centro Comercial Andino;KR 12 # 82 02 LC 208;2369824;andino@opticacolombiana.com;Privada
Optica Colombiana S.A.;Optica Colombiana S.A.  Exito Calle 80;CL 78 BIS # 68 70;6302771;calle80@opticacolombiana.com;Privada
Optica Colombiana S.A.;Optica Colombiana S.A.  Exito Country;AC 134 # 14 51;5234001;country@opticacolombiana.com;Privada
Optica Colombiana S.A.;Optica Colombiana S.A.  Exito Occidente;KR 116 A # 81 16;4426191-4426197;;Privada
Optica Colombiana S.A.;Optica Colombiana S.A.  Exito Suba;CL 145 # 105 B 58;6908493;suba@opticacolombiana.com;Privada
Optica Colombiana S.A.;Optica Colombiana S.A.  Gran Estacion;AC 26 # 60 47 LC 224;5722348;gestacion@opticacolombiana.com;Privada
Optica Colombiana S.A.;Optica Colombiana S.A.  Palatino;KR 7 # 139 07 LC 204;2584109;palatino@opticacolombiana.com;Privada
Optica Colombiana S.A.;Optica Colombiana S.A.  Proyecto Santafe;CL 185 # 45 03 LC 225;6058144-6058156;santafe@opticacolombiana.com;Privada
Optica Colombiana S.A.;Optica Colombiana S.A.- Outlet Americas;CL 13 # 65 71 LC 13;2603310-2603277;;Privada
Optica Colsanitas SAS;Optisanitas Sucursal 03;KR 11 # 79 01;2489953;opticacrs@colsanitas.com.co;Privada
Optica Colsanitas SAS;Optisanitas Sucursal 04;KR 13 A # 98 74;6223722;optica99@colsanitas.com.co;Privada
Optica Colsanitas SAS;Optisanitas Sucursal 06;CL 140 # 7 C 10 LC 21;7048057;opticacedro@colsanitas.com;Privada
Optica Colsanitas SAS;Optisanitas Sucursal 13;CL 23 # 66 46 LC 102;5948650 Ext. 16160;optisalprep@colsanitas.com.co;Privada
Optica Colsanitas SAS;Optisanitas Sucursal 19;CL 134 # 7 B 83 LC 12 PI 1 CS 1004 PI 10;6273688;oftioftalmo@colsanitas.com.co;Privada
Optica Colsanitas SAS;Optisanitas Sucursal 21;AK 45 # 106 76;2143587;opticadrug@colsanitas.com;Privada
Optica Colsanitas SAS;Optisanitas Sucursal 39;CL 24 A BIS # 100 09;4217073;optiprimap@colsanitas.com.co;Privada
Optica Colsanitas SAS;Optisanitas Sucursal N 07;CL 23 # 66 46 LC 103;5948650 Ext. 16160;optisaleps@colsanitas.com.co;Privada
Optica Colsanitas SAS;Optisanitas Sucursal N 17;AK 24 # 45 C 39;6466060;oppluscha@colsanitas.com.co;Privada
Optica Del Norte Ltda;Optica Del Norte Ltda;KR 19 A # 78 43 LC 56;2574770;hugoftriana@yahoo.com;Privada
Optica Dr Mendez SAS;Optica Dr Mendez SAS;KR 13 # 42 08;2859753;;Privada
Optica Dr Mendez SAS;Optica Dr Mendez SAS;KR 50 # 96 71;5332035;gerencia@opticadrmendez.com;Privada
Optica Dr Mendez SAS;Optica Dr Mendez SAS;KR 19 # 100 10;6358141;;Privada
Optica Iris SAS;Visso Optometria Profesional Unicentro;AK 15 # 124 53 LC 102;6200091;opticairis2000@yahoo.com;Privada
Optica Mg;Optica Mg;KR 99 # 25 A 18;2671487;;Privada
Optica Saludcoop S.A;Optica Saludcoop 118;AV 15 # 118 28;6020845;heherrerar@saludcoop.com.co;Privada
Optica Saludcoop S.A;Optica Saludcoop Chapinero;AV CARACAS # 49 55 LC 4;6011631;oramirez@saludcoop.coop;Privada
Optica Sanar Ltda;Optica Sanar Ltda;KR 38 # 97 76 LC 231;6365415;;Privada
Optica Scorpio Eu;Optica Scorpio Eu;CL 100 # 8 A 49 LC 122;6113424;optica_scorpio@yahoo.es;Privada
Optica Univision Mog;Optica Univision Mog;CL 38 C # 87 C 30 SUR;4001918;;Privada
Optica Vision Colombia-Gil Martinez Ana Matilde;Optica Vision Colombia-Gil Martinez Ana Matilde;KR 16 # 50 98;;;Privada
Optica Vision Store Y-O Nubia Stella Bohorquez Florez;Optica Vision Store # 5 -Nubia Stella Bohorquez Florez;KR 52 # 129 00;6178864;;Privada
Optica Vision Store Y-O Nubia Stella Bohorquez Florez;Optica Vision Store.Sede #1 Nubia Stella Bohorquez Florez;CL 53 # 22 69;2126359;;Privada
Optica Visionem Laser Center Eu;Optica Visionem Laser Center Eu;CL 134 # 7 B 83 OF 513 Y 517;6271055 Ext. 104;emarquez@visionemlc.com;Privada
Opticas Abc- Antonio Beltran Cardenas;Opticas Abc -Antonio Beltran Cardenas;KR 55 A # 125 B 20 IN 10;6243566;;Privada
Opticas Abc- Antonio Beltran Cardenas;Opticas Abc- Antonio Beltran Cardenas;CL 57 # 13 16;2178588;;Privada
Opticas Centro Ocular Dr Rincon Sociedad Por Acciones Simplificadas SAS;Optica Centro Ocular Dr Rincon SAS Uno;CL 145 # 91 34 LC 1-72;6803576;centrooculardemiopia@hotmail.com;Privada
Opticas Centro Ocular Dr Rincon Sociedad Por Acciones Simplificadas SAS;Opticas Centro Ocular Dr Rincon SAS;KR 15 # 50 39 LC 1-2;6107771;centrooculardemiopia@hotmail.com;Privada
Opticas Frama Y Cia Ltda;Optica Frama 2;KR 8 # 49 25 CS 401;2887640;opticasframa@gmail.com;Privada
Opticas Locatel Sa;Opticas Locatel Sa;KR 13 # 51 57;2550295;;Privada
Opticas Locatel Sa;Opticas Locatel Sa;CL 94 # 13 29;6440265 Ext. 121;;Privada
Opticas Nova Y-O Elicet Beltran Ochoa;Opticas Nova Y-O Elicet Beltran Ochoa-Suba;KR 92 # 144 61;6819849;;Privada
Opticas Sbc Limitada;Opticas Sbc Limitada;CL 100 # 17 A 21 PI 2;2261946;opticasabc@hotmail.com;Privada
Opticas Sbc Limitada;Opticas Sbc Limitada;KR 15 # 116 79 LC 2;6270897;opticasabc@hotmail.com;Privada
Opticas Sbc Limitada;Opticas Sbc Limitada;DG 127 A # 13 A 56;6270897;opticasabc@hotmail.com;Privada
Opticas Sbc Limitada;Opticas Sbc Limitada;AK 58 # 127 59 LC 103;2261946;opticasabc@hotmail.com;Privada
Opticas Sbc Limitada;Opticas Sbc Limitada Consultorio;CL 53 # 21 91;2126480;opticasabc@hotmail.com;Privada
Opticas Sbc Limitada;Opticas Sbc Limitada Consultorio;CL 20 # 82 52 LC 1 49;7495619;opticasreport@hotmail.com;Privada
Opticas Sbc Limitada;Opticas Sbc Limitada Consultorio;AK 72 # 80 94 LC 1 41;7024332;opticasreport@hotmail.com;Privada
Opticas Sbc Limitada;Opticas Sbc Limitada Consultorio;KR 70 D # 127 A 20 IN8 LC 52;6200585;opticasabc@hotmail.com;Privada
Opticas Sbc Limitada;Opticas Sbc Limitada Consultorio;KR 58 # 128 B 76;6270897;opticasabc@hotmail.com;Privada
Opticas Sbc Limitada;Opticas Sbc Ltda Consultorio;CL 57 # 13 16 PI 2;2178588;opticasabc@hotmail.com;Privada
Opticas Sbc Limitada;Opticas Sbc Ltda Consultorio;AK 45  # 159 50 PI 2;6782077;opticasabc@hotmail.com;Privada
Opticas Vargas Ltda;Optica Italiana Centro Comercial Salitre Plaza;KR 68 B # 24 39 LC 167;4169098;opticaitaliana895@hotmail.com;Privada
