,nom_sede_ips,nit_ips,naturaleza,nivel_atencion,grupo_capacidad,descripcion_capacidad,capacidad
4052,NUEVA CLINICA SAN SEBASTIAN GIRARDOT,860066191,Privada,,CAMAS,Cuidado Intermedio Pediátrico,4.0
4076,Clínica ESIMED Neiva,800215908,Privada,,CAMAS,Cuidado Intensivo Neonatal,4.0
4077,Clínica ESIMED Neiva,800215908,Privada,,SALAS,Quirófano,4.0
4150,CLINICA ESIMED SANTA MARTA,800215908,Privada,,CAMAS,Obstetricia,4.0
4151,CLINICA ESIMED SANTA MARTA,800215908,Privada,,CAMAS,Cuidado Intermedio Neonatal,4.0
4152,CLINICA ESIMED SANTA MARTA,800215908,Privada,,CAMAS,Cuidado Intensivo Neonatal,4.0
4153,CLINICA ESIMED SANTA MARTA,800215908,Privada,,SALAS,Quirófano,4.0
4176,Clinica Esimed Llanos,800215908,Privada,,CAMAS,Cuidado Intensivo Neonatal,4.0
4177,Clinica Esimed Llanos,800215908,Privada,,CAMAS,Cuidado básico neonatal,4.0
4207,CLINICA ESIMED LA SALLE,800215908,Privada,,SALAS,Quirófano,4.0
4230,CLINICA ESIMED ARMENIA,800215908,Privada,,CAMAS,Pediátrica,4.0
4231,CLINICA ESIMED ARMENIA,800215908,Privada,,CAMAS,Cuidado básico neonatal,4.0
4232,CLINICA ESIMED ARMENIA,800215908,Privada,,SALAS,Quirófano,4.0
4233,CLINICA ARMENIA ESIMED SEGUNDO PISO PRADO,800215908,Privada,,CAMAS,Obstetricia,4.0
4244,CLINICA ESIMED PEREIRA,800215908,Privada,,CAMAS,Cuidado Intermedio Adulto,4.0
4266,CLINICA ESIMED BUCARAMANGA,800215908,Privada,,SALAS,Quirófano,4.0
4325,CLINICA ESIMED IBAGUE,800215908,Privada,,SALAS,Quirófano,4.0
4357,ASOCIACION PROBIENESTAR DE LA FAMILIA COLOMBIANA PROFAMILIA - CAMBULOS,860013779,Privada,,SALAS,Quirófano,4.0
4359,CLINICA COLSANITAS S.A SEBASTIAN DEL BELALCAZAR,800149384,Privada,,CAMAS,Pediátrica,4.0
4360,CLINICA COLSANITAS S.A SEBASTIAN DEL BELALCAZAR,800149384,Privada,,CAMAS,Obstetricia,4.0
4361,CLINICA COLSANITAS S.A SEBASTIAN DEL BELALCAZAR,800149384,Privada,,CAMAS,Cuidado Intensivo Neonatal,4.0
4362,CLINICA COLSANITAS S.A SEBASTIAN DEL BELALCAZAR,800149384,Privada,,CAMAS,Cuidado Intensivo Adulto,4.0
4366,Clinica Esimed Cali Norte,800215908,Privada,,CAMAS,Cuidado Intermedio Neonatal,4.0
4454,Colmedicos Patio Bonito,800049104,Privada,,SALAS,Procedimientos,3.0
4461,IPS SURA SAMAN MEDELLIN,811007832,Privada,,SALAS,Procedimientos,3.0
4462,IPS SURA INDUSTRIALES MEDELLIN,811007832,Privada,,SALAS,Quirófano,3.0
4463,CLINICA ESIMED JUAN LUIS LONDOÑO,800215908,Privada,,SALAS,Procedimientos,3.0
4464,CLINICA ESIMED DE LA 80,800215908,Privada,,CAMAS,Cuidado Intensivo Neonatal,3.0
4465,CLINICA ESIMED DE LA 80,800215908,Privada,,CAMAS,Cuidado Intermedio Pediátrico,3.0
4466,CLINICA ESIMED DE LA 80,800215908,Privada,,SALAS,Procedimientos,3.0
4515,OFTALMOSANITAS CUC,830103525,Privada,,SALAS,Quirófano,3.0
4580,IMEVI LTDA,830027558,Privada,,SALAS,Quirófano,3.0
4581,NUEVA CLINICA MAGDALENA,860502092,Privada,,CAMAS,Cuidado Intensivo Adulto,3.0
4582,FUNDACION OFTALMOLOGICA NACIONAL,860048656,Privada,,SALAS,Quirófano,3.0
4583,TORRE DE ESPECIALISTAS ESIMED AUTOPISTA NORTE,800215908,Privada,,SALAS,Procedimientos,3.0
4584,CLINICA ESIMED BOGOTA NORTE,800215908,Privada,,SALAS,Quirófano,3.0
4585,CLINICA ESIMED VERAGUAS,800215908,Privada,,CAMAS,Cuidado Intermedio Neonatal,3.0
4586,LA FONT CLÍNICA DE CIRUGÍA ESTETICA,860073087,Privada,,SALAS,Quirófano,3.0
4587,Centro de Atención en Salud Cafam Clínica,860013570,Privada,,SALAS,Quirófano,3.0
4588,FUNDACION SANTA FE DE BOGOTA,860037950,Privada,,CAMAS,Cuidado Intermedio Pediátrico,3.0
4589,FUNDACION SANTA FE DE BOGOTA,860037950,Privada,,CAMAS,Unidad de Quemados Adulto,3.0
4590,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,860015888,Privada,,SALAS,Partos,3.0
4591,UNIDAD DE SERVICIOS CALLE 94,860066942,Privada,,SALAS,Quirófano,3.0
4592,UNIDAD DE SERVICIOS DE SALUD AUTOPISTA SUR,860066942,Privada,,SALAS,Quirófano,3.0
4593,CLINICA VASCULAR NAVARRA S.A. / CLINICA NAVARRA,800247537,Privada,,CAMAS,Cuidado Intermedio Adulto,3.0
4594,CLINICA LA SABANA S.A,800017308,Privada,,SALAS,Quirófano,3.0
4595,CLINICA DE LA MUJER,800117564,Privada,,CAMAS,Cuidado Intensivo Neonatal,3.0
4596,CLINICA COLSUBSIDIO CIUDAD ROMA,860007336,Privada,,SALAS,Quirófano,3.0
4597,CLINICA COLSUBSIDIO CIUDAD ROMA,860007336,Privada,,SALAS,Partos,3.0
4598,CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO CLINICA COLSUBSIDIO EL LAGO,860007336,Privada,,SALAS,Quirófano,3.0
4599,CLINICA MATERNO INFANTIL COLSUBSIDIO,860007336,Privada,,CAMAS,Cuidado Intermedio Adulto,3.0
4600,CLINICA COLSUBSIDIO CALLE 100,860007336,Privada,,SALAS,Quirófano,3.0
4601,UNIDAD MEDICA CECIMIN ORGANIZACIÓN SANITAS INTERNACIONAL,830078325,Privada,,SALAS,Quirófano,3.0
4602,CLINICA AVELLANEDA HERNANDEZ S.A.S.,800006602,Privada,,CAMAS,Adultos,3.0
4603,CLINICA AVELLANEDA HERNANDEZ S.A.S.,800006602,Privada,,SALAS,Quirófano,3.0
4604,ORIENTAME SEDE TEUSAQUILLO,860049972,Privada,,SALAS,Procedimientos,3.0
4605,CENTRO DE INVESTIGACIONES ONCOLOGICAS CLINICA SAN DIEGO CIOSAD S.A.S,830099212,Privada,,CAMAS,Transplante de progenitores hematopoyeticos,3.0
4606,CLINICA REINA SOFIA,800149384,Privada,,CAMAS,Cuidado Intermedio Adulto,3.0
4607,VIRREY SOLIS IPS S.A CALLE 102,800003765,Privada,,SALAS,Quirófano,3.0
4608,CLINICA DEL COUNTRY IPS,830005028,Privada,,CAMAS,Cuidado Intermedio Adulto,3.0
4609,EVOLUTION MEDICAL CENTER,830104410,Privada,,SALAS,Quirófano,3.0
4610,CLINICA FEDERMAN,860066191,Privada,,SALAS,Quirófano,3.0
4611,BOGOTA LASER REFRACTIVE INSTITUTE S.A,830081128,Privada,,SALAS,Quirófano,3.0
4612,Oftalmohelp Qx,900033752,Privada,,SALAS,Quirófano,3.0
4613,HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,900098476,Privada,,SALAS,Partos,3.0
4614,TPF CIRUJANOS Y CIA LTDA- NUEVA CLINICA LOS CEDROS,900090619,Privada,,SALAS,Quirófano,3.0
4615,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,900210981,Privada,,CAMAS,Cuidado básico neonatal,3.0
4616,CLINICA DA VINCI SAS,900224252,Privada,,SALAS,Quirófano,3.0
4617,CIRUGÍA PLÁSTICA LA CASTELLANA S.A.S.,900210768,Privada,,CAMAS,Adultos,3.0
4618,INSTITUTO DEL CORAZON DE BOGOTA,804014839,Privada,,CAMAS,Adultos,3.0
4619,UROCENTER LTDA,900315796,Privada,,SALAS,Procedimientos,3.0
4620,CLINICA GENERAL DE LA 100 SAS Y PODRA ANUNCIARSE CON LAS SIGLAS CLINI100 SAS,900328772,Privada,,SALAS,Quirófano,3.0
4621,WORLD MEDICAL CENTER,900341876,Privada,,SALAS,Quirófano,3.0
4622,Instituto Nacional de Demencias Emanuel SAS,900359092,Privada,,CAMAS,Cuidado Agudo Mental,3.0
4623,Complejo Internacional de Cirugia Plastica S A,900218008,Privada,,SALAS,Quirófano,3.0
4624,IPS HOSPITAL ORTOPEDICO SAS,900412444,Privada,,CAMAS,Cuidado Intermedio Adulto,3.0
4625,CLINICA VIP CENTRO DE MEDICINA INTERNACIONAL,900485519,Privada,,SALAS,Quirófano,3.0
4626,ADMINISTRADORA CLINICA LA COLINA SAS,900582598,Privada,,CAMAS,Cuidado básico neonatal,3.0
4627,CLINICA LOS NOGALES SAS,900291018,Privada,,SALAS,Procedimientos,3.0
4628,VIVE VITAL BELLA SUIZA,900803400,Privada,,SALAS,Procedimientos,3.0
4629,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,900959051,Pública,3.0,SALAS,Quirófano,3.0
4630,UNIDAD DE SERVICIOS DE SALUD VICTORIA,900959051,Pública,3.0,SALAS,Quirófano,3.0
4631,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,900971006,Pública,3.0,CAMAS,Cuidado Intermedio Adulto,3.0
4632,UNIDAD DE SERVICIOS DE SALUD USME,900958564,Pública,3.0,CAMAS,Obstetricia,3.0
4633,Unidad de Servicios de Salud Occidente de Kennedy,900959048,Pública,3.0,CAMAS,Pediátrica,3.0
4640,"Congregación de Hermanas Franciscanas Misioneras de Maria Auxiliadora, Provincia María Auxiliadora",860028947,Privada,,CAMAS,Cuidado Intermedio Neonatal,3.0
4642,"Congregación de Hermanas Franciscanas Misioneras de Maria Auxiliadora, Provincia María Auxiliadora",860028947,Privada,,CAMAS,Cuidado básico neonatal,3.0
4697,IPS ESIMED TUNJA,800215908,Privada,,CAMAS,Cuidado Intensivo Neonatal,3.0
4698,IPS ESIMED TUNJA,800215908,Privada,,SALAS,Quirófano,3.0
4863,IPS DE LAS AMÉRICAS SAS,900413988,Privada,,CAMAS,Cuidado Agudo Mental,3.0
4867,CLINICA ESIMED NUESTRA SEÑORA DEL ROSARIO,800215908,Privada,,CAMAS,Obstetricia,3.0
4996,CLINICA ESIMED LA SALLE,800215908,Privada,,CAMAS,Cuidado Intensivo Neonatal,3.0
5034,SALUS GLOBAL PARTNERS SAI,900268120,Privada,,CAMAS,Cuidado Intermedio Neonatal,3.0
5035,SALUS GLOBAL PARTNERS SAI,900268120,Privada,,CAMAS,Cuidado Intermedio Adulto,3.0
5036,SALUS GLOBAL PARTNERS SAI,900268120,Privada,,SALAS,Quirófano,3.0
5055,CLINICA ESIMED CAÑAVERAL,800215908,Privada,,CAMAS,Cuidado Intensivo Neonatal,3.0
5056,CLINICA ESIMED CAÑAVERAL,800215908,Privada,,CAMAS,Cuidado Intermedio Adulto,3.0
5057,CLINICA ESIMED CAÑAVERAL,800215908,Privada,,CAMAS,Cuidado Intensivo Adulto,3.0
5058,CLINICA ESIMED CAÑAVERAL,800215908,Privada,,SALAS,Quirófano,3.0
5113,CLINICA ESIMED IBAGUE,800215908,Privada,,CAMAS,Cuidado Intensivo Neonatal,3.0
5140,CLINICA COLSANITAS S.A SEBASTIAN DEL BELALCAZAR,800149384,Privada,,CAMAS,Cuidado Intermedio Neonatal,3.0
5141,Clinica Esimed Cali Norte,800215908,Privada,,CAMAS,Cuidado Intensivo Pediátrico,3.0
5142,Clinica Esimed Cali Norte,800215908,Privada,,CAMAS,Cuidado básico neonatal,3.0
5143,cemes cali,800215908,Privada,,SALAS,Procedimientos,3.0
5154,HOSPITAL ORTOPEDICO CALI SAS,900412444,Privada,,CAMAS,Cuidado Intermedio Adulto,3.0
5175,CLINICA CORPOLASER,830146310,Privada,,SALAS,Quirófano,2.0
5276,COLMEDICOS LA LIBERTAD,800049104,Privada,,SALAS,Procedimientos,2.0
5294,CLINICA ESIMED JUAN LUIS LONDOÑO,800215908,Privada,,CAMAS,Cuidado Intermedio Adulto,2.0
5295,CLINICA ESIMED DE LA 80,800215908,Privada,,CAMAS,Cuidado Intermedio Neonatal,2.0
5296,CLINICA ESIMED DE LA 80,800215908,Privada,,CAMAS,Cuidado Intensivo Pediátrico,2.0
5299,UNIDAD DE CIRUGÍA AMBULATORIA SERVIOFTALMOS ANTIOQUIA,800233471,Privada,,SALAS,Quirófano,2.0
5303,VIVA 1A IPS ESTADIO,900219120,Privada,,SALAS,Procedimientos,2.0
5308,helPharma Almacentro,900277244,Privada,,SALAS,Procedimientos,2.0
5316,ConvaTec IPS - Medellín,900301238,Privada,,SALAS,Procedimientos,2.0
5413,IPS SURA BOSTON BARRANQUILLA,811007832,Privada,,SALAS,Procedimientos,2.0
5414,IPS SURA ALTOS BARRANQUILLA,811007832,Privada,,SALAS,Procedimientos,2.0
5415,IPS SURA MURILLO BARRANQUILLA,811007832,Privada,,SALAS,Procedimientos,2.0
5424,ASOSIACION PRO-BIENESTAR DE LA FAMILIA COLOMBIANA PROFAMILIA,860013779,Privada,,SALAS,Quirófano,2.0
5431,CLINICA COLSANITAS S. A,800149384,Privada,,SALAS,Quirófano,2.0
5438,LINDE COLOMBIA AGENCIA REMEO CENTER BARRANQUILLA,860005114,Privada,,CAMAS,Adultos,2.0
5442,VIVA 1A IPS SAN JOSE,900219120,Privada,,SALAS,Procedimientos,2.0
5503,INSTITUTO AMERICANO DE OFTALMOLOGIA,800229839,Privada,,SALAS,Quirófano,2.0
5504,NUEVA CLINICA MAGDALENA,860502092,Privada,,SALAS,Quirófano,2.0
5505,PROSEGUIR SEDE 3,830090073,Privada,,SALAS,Quirófano,2.0
5506,UROBOSQUE SEDE SUR,830058292,Privada,,SALAS,Quirófano,2.0
5507,CLINICA ESIMED JORGE PIÑEROS CORPAS,800215908,Privada,,SALAS,Procedimientos,2.0
5508,CLINICA ESIMED SANTA BIBIANA,800215908,Privada,,SALAS,Procedimientos,2.0
5509,CLINICA ESIMED VERAGUAS,800215908,Privada,,SALAS,Quirófano,2.0
5510,CLINICA ESIMED VERAGUAS,800215908,Privada,,SALAS,Procedimientos,2.0
5511,CLINICA ESIMED MATERNO INFANTIL,800215908,Privada,,SALAS,Quirófano,2.0
5512,UNIDAD DE ESPECIALISTAS OFTALMOLOGICOS S.A.,830007382,Privada,,SALAS,Quirófano,2.0
5513,SERVIOFTALMOS SEDE SANTA ISABEL,800233471,Privada,,SALAS,Quirófano,2.0
5514,Centro de Atención en Salud Cafam Kennedy,860013570,Privada,,SALAS,Quirófano,2.0
5515,FUNDACION SANTA FE DE BOGOTA,860037950,Privada,,SALAS,Partos,2.0
5516,FUNDACION SANTA FE DE BOGOTA,860037950,Privada,,SALAS,Procedimientos,2.0
5517,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,860015888,Privada,,CAMAS,Cuidado Intermedio Pediátrico,2.0
5518,FUNDACION ABOOD SHAIO,860006656,Privada,,CAMAS,Cuidado Intensivo Neonatal,2.0
5519,CEDIT LTDA,830114846,Privada,,SALAS,Procedimientos,2.0
5520,OPTICENTRO INTERNACIONAL,860043998,Privada,,SALAS,Quirófano,2.0
5521,OFTALMOSANITAS SAS,830103525,Privada,,SALAS,Quirófano,2.0
5522,CLINICA IZKA SAS,800172517,Privada,,SALAS,Quirófano,2.0
5523,CLINICA DE LA MUJER,800117564,Privada,,CAMAS,Cuidado Intensivo Adulto,2.0
5524,INSTITUTO DE ORTOPEDIA Y CIRUGIA PLASTICA SAS,860514752,Privada,,SALAS,Quirófano,2.0
5525,CLINICA MATERNO INFANTIL COLSUBSIDIO,860007336,Privada,,SALAS,Partos,2.0
5526,CLINICA MATERNO INFANTIL EUSALUD,800227072,Privada,,CAMAS,Adultos,2.0
5527,CLINICA MATERNO INFANTIL EUSALUD,800227072,Privada,,SALAS,Quirófano,2.0
5528,CLINICA MATERNO INFANTIL EUSALUD,800227072,Privada,,SALAS,Partos,2.0
5529,EUSALUD CLINICA DE TRAUMATOLOGIA Y ORTOPEDIA,800227072,Privada,,SALAS,Quirófano,2.0
5530,CLINICA DE ORTOPEDIA Y ACCIDENTES LABORALES,800201496,Privada,,SALAS,Quirófano,2.0
5531,HORUS PRINCIPAL,800127648,Privada,,SALAS,Quirófano,2.0
5532,IPS CLINICA JOSE A RIVAS S.A. OTORRINOLARINGOLOGIA,800149169,Privada,,SALAS,Quirófano,2.0
5533,CLINICA JOSE A RIVAS VIP,800149169,Privada,,CAMAS,Adultos,2.0
5534,CLINICA JOSE A RIVAS VIP,800149169,Privada,,SALAS,Quirófano,2.0
5535,Sociedad de Cirugía de Bogotá - Hospital de San José,899999017,Privada,,CAMAS,Cuidado Intermedio Pediátrico,2.0
5536,CLINICA PALERMO,860006745,Privada,,SALAS,Partos,2.0
5537,CENTRO DE INVESTIGACIONES ONCOLOGICAS CLINICA SAN DIEGO CIOSAD S.A.S,830099212,Privada,,SALAS,Procedimientos,2.0
5538,CLINICA JUAN N CORPAS LTDA,830113849,Privada,,SALAS,Partos,2.0
5539,CENTRO POLICLINICO DEL OLAYA,800149453,Privada,,SALAS,Partos,2.0
5540,EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,899999032,Pública,3.0,CAMAS,Cuidado básico neonatal,2.0
5541,CLINICA DE MARLY,860002541,Privada,,CAMAS,Cuidado Intensivo Neonatal,2.0
5542,HOSPITAL UNIVERSITARIO SAN IGNACIO,860015536,Privada,,CAMAS,Cuidado Intermedio Pediátrico,2.0
5543,HOSPITAL UNIVERSITARIO SAN IGNACIO,860015536,Privada,,SALAS,Partos,2.0
5544,VIRREY SOLIS IPS S.A NORTHWEST,800003765,Privada,,SALAS,Procedimientos,2.0
5545,CLINICA DEL COUNTRY IPS,830005028,Privada,,CAMAS,Cuidado básico neonatal,2.0
5546,CLINICA DEL COUNTRY IPS,830005028,Privada,,SALAS,Partos,2.0
5547,LASER CENTER S.A,830023136,Privada,,SALAS,Quirófano,2.0
5548,CLINICA FEDERMAN,860066191,Privada,,CAMAS,Cuidado Intermedio Pediátrico,2.0
5549,CENTRO DE CIRUGIA AMBULATORIA IPS LTDA,830005127,Privada,,SALAS,Quirófano,2.0
5550,RIESGO DE FRACTURA,830027158,Privada,,SALAS,Procedimientos,2.0
5551,NEW IMAGE AESTHETIC SURGERY LTDA,900040590,Privada,,SALAS,Quirófano,2.0
5552,MEDSALUD 116,900136013,Privada,,SALAS,Procedimientos,2.0
5553,SANESA UNIDAD QUIRURGICA Y ESTETICA,900169766,Privada,,CAMAS,Adultos,2.0
5554,SANESA UNIDAD QUIRURGICA Y ESTETICA,900169766,Privada,,SALAS,Quirófano,2.0
5555,CLINICA MARCO MARTINEZ EU CLINICA SAN MIGUEL,900174031,Privada,,SALAS,Quirófano,2.0
5556,HOSPITAL UNIVERSITARIO MAYOR-MEDERI,900210981,Privada,,SALAS,Partos,2.0
5557,GOLDEN CLINIC S.A.,900224358,Privada,,SALAS,Quirófano,2.0
5558,CLINICA DE CIRUGIA PLASTICA DR YESID MARTINEZ LTDA,900237597,Privada,,SALAS,Quirófano,2.0
5559,CORPOLINEA EU,900295612,Privada,,SALAS,Quirófano,2.0
5560,CLINICA GENERAL DE LA 100 SAS Y PODRA ANUNCIARSE CON LAS SIGLAS CLINI100 SAS,900328772,Privada,,CAMAS,Cuidado Intermedio Adulto,2.0
5561,VICTORIA UNIDAD DE CIRUGIA PLASTICA AVANZADA S.A.S,900280516,Privada,,SALAS,Quirófano,2.0
5562,MIOCARDIO S.A.S CASTELLANA,900328323,Privada,,SALAS,Quirófano,2.0
5563,BIENESTAR IPS SEDE CLÍNICA SAN SEBASTIAN,800223206,Privada,,SALAS,Quirófano,2.0
5564,AESTHETIC CLINICAL CENTER,900370857,Privada,,SALAS,Quirófano,2.0
5565,Medicentro Familiar IPS SAS,900385628,Privada,,SALAS,Quirófano,2.0
5566,IPS DE LAS AMERICAS,900413988,Privada,,SALAS,Quirófano,2.0
5567,IPS HOSPITAL ORTOPEDICO SAS,900412444,Privada,,SALAS,Quirófano,2.0
5568,CIRUGIA AMBULATORIA HOSPITAL CENTRAL DE LA POLICIA,830041314,Pública,3.0,SALAS,Quirófano,2.0
5569,CLINICA CATAÑO & MARQUEZ,900484802,Privada,,SALAS,Quirófano,2.0
5570,CLINICA VIP CENTRO DE MEDICINA INTERNACIONAL,900485519,Privada,,CAMAS,Cuidado Intermedio Adulto,2.0
5571,CLINICA EUGIN,900452020,Privada,,SALAS,Quirófano,2.0
5572,CENTRO HOSPITALARIO SAN NICOLAS,900536325,Privada,,CAMAS,Cuidado Intensivo Adulto,2.0
5573,ADMINISTRADORA CLINICA LA COLINA SAS,900582598,Privada,,CAMAS,Cuidado Intermedio Adulto,2.0
5574,U + MOVIL CLINICAL ATTENTION GROUP IPS SA-SIGLA U+MOVIL IPS SA,900753563,Privada,,SALAS,Quirófano,2.0
5575,Emdiagnostica SAS,900354784,Privada,,SALAS,Procedimientos,2.0
5576,CLINICA 134 SAS,900800086,Privada,,SALAS,Quirófano,2.0
5577,COMPLEJO QUIRURGICO SANTA BARBARA,900713957,Privada,,SALAS,Quirófano,2.0
5578,UNIDAD DE GASTROENTEROLOGIA Y ECOENDOSCOPIA UGEC SAS,900847140,Privada,,SALAS,Procedimientos,2.0
5579,Cliniderma sas,900676520,Privada,,SALAS,Procedimientos,2.0
5580,KLINIMEQX 147,900393235,Privada,,SALAS,Quirófano,2.0
5581,KLINIMEQX 147,900393235,Privada,,SALAS,Procedimientos,2.0
5583,SERVITRAUMAX SAS,900439194,Privada,,SALAS,Quirófano,2.0
5584,SERVITRAUMAX SAS,900439194,Privada,,SALAS,Procedimientos,2.0
5585,UNIDAD DE SERVICIOS DE SALUD SAN BLAS,900959051,Pública,3.0,SALAS,Procedimientos,2.0
5586,UNIDAD DE SERVICIOS DE SALUD JORGE ELIECER GAITAN,900959051,Pública,3.0,SALAS,Quirófano,2.0
5587,UNIDAD DE SERVICIOS DE SALUD MATERNO INFANTIL,900959051,Pública,3.0,SALAS,Quirófano,2.0
5588,UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,900971006,Pública,3.0,SALAS,Partos,2.0
5589,UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO,900971006,Pública,3.0,SALAS,Partos,2.0
5591,UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO,900971006,Pública,3.0,SALAS,Procedimientos,2.0
5592,UNIDAD DE SERVICIOS DE SALUD VERBENAL,900971006,Pública,3.0,CAMAS,Pediátrica,2.0
5593,UNIDAD DE SERVICIOS DE SALUD EL TUNAL,900958564,Pública,3.0,SALAS,Procedimientos,2.0
5594,UNIDAD DE SERVICIOS DE SALUD MEISSEN,900958564,Pública,3.0,SALAS,Partos,2.0
5595,UNIDAD DE SERVICIOS DE SALUD SAN JUAN DE SUMAPÁZ,900958564,Pública,3.0,CAMAS,Obstetricia,2.0
5596,UNIDAD DE SERVICIOS DE SALUD NAZARETH,900958564,Pública,3.0,CAMAS,Adultos,2.0
5597,UNIDAD DE SERVICIOS DE SALUD NAZARETH,900958564,Pública,3.0,CAMAS,Obstetricia,2.0
5598,Unidad de Servicios de Salud Occidente de Kennedy,900959048,Pública,3.0,CAMAS,Cuidado Intermedio Pediátrico,2.0
5599,Unidad de Servicios de Salud Occidente de Kennedy,900959048,Pública,3.0,SALAS,Partos,2.0
5600,Unidad de Servicios de Salud Mental Floralia,900959048,Pública,3.0,CAMAS,Cuidado Agudo Mental,2.0
5601,Unidad de Servicios de Salud Bosa,900959048,Pública,3.0,SALAS,Quirófano,2.0
5602,Unidad de Servicios de Salud Bosa,900959048,Pública,3.0,SALAS,Partos,2.0
5603,Unidad de Servicios de Salud Fontibón,900959048,Pública,3.0,SALAS,Quirófano,2.0
5729,IPS ESIMED TUNJA,800215908,Privada,,CAMAS,Cuidado Intermedio Neonatal,2.0
5843,CLINICA ESIMED POPAYAN,800215908,Privada,,SALAS,Quirófano,2.0
5995,CLINICA ESIMED MONTERIA,800215908,Privada,,SALAS,Quirófano,2.0
6034,NUEVA CLINICA SAN SEBASTIAN GIRARDOT,860066191,Privada,,CAMAS,Cuidado Intensivo Pediátrico,2.0
6056,ESE HOSPITAL UNIVERSITARIO DE LA SAMARITANA UNIDAD FUNCIONAL ZIPAQUIRA,899999032,Pública,2.0,SALAS,Quirófano,2.0
6089,Clínica ESIMED Neiva,800215908,Privada,,CAMAS,Cuidado Intermedio Neonatal,2.0
6192,CLINICA ESIMED SANTA MARTA,800215908,Privada,,CAMAS,Cuidado Intensivo Pediátrico,2.0
6193,CLINICA ESIMED SANTA MARTA,800215908,Privada,,SALAS,Procedimientos,2.0
6236,Clinica Esimed Llanos,800215908,Privada,,CAMAS,Cuidado Intermedio Neonatal,2.0
6237,Clinica Esimed Llanos,800215908,Privada,,SALAS,Procedimientos,2.0
6296,CLINICA ESIMED LA SALLE,800215908,Privada,,CAMAS,Cuidado Intermedio Neonatal,2.0
6297,CLINICA ESIMED LA SALLE,800215908,Privada,,CAMAS,Cuidado básico neonatal,2.0
6306,AREA DE SANIDAD NORTE DE SANTANDER,830041314,Pública,1.0,SALAS,Quirófano,2.0
6349,CLINICA ESIMED ARMENIA,800215908,Privada,,CAMAS,Cuidado Intensivo Neonatal,2.0
6383,SALUS GLOBAL PARTNERS SAI,900268120,Privada,,CAMAS,Cuidado básico neonatal,2.0
6534,CEMES SINCELEJO,800215908,Privada,,SALAS,Procedimientos,2.0
6563,CLINICA ESIMED IBAGUE,800215908,Privada,,CAMAS,Cuidado Intermedio Neonatal,2.0
6613,IPS SURA AMI ATENCION MATERNO INFANTIL,811007832,Privada,,SALAS,Procedimientos,2.0
6646,Clinica Esimed Cali Norte,800215908,Privada,,CAMAS,Cuidado Intermedio Pediátrico,2.0
6647,Clinica Esimed Cali Norte,800215908,Privada,,CAMAS,Cuidado Intermedio Adulto,2.0
6648,Clinica Esimed Cali Norte,800215908,Privada,,SALAS,Partos,2.0
6649,Clinica Esimed Cali Sur,800215908,Privada,,SALAS,Quirófano,2.0
6666,HOSPITAL ORTOPEDICO CALI SAS,900412444,Privada,,SALAS,Quirófano,2.0
6776,RTS SUCURSAL APARTADO,805011262,Privada,,SALAS,Procedimientos,1.0
6783,SINERGIA SALUD ATENCION BASICA URABA APARTADO,900363673,Privada,,SALAS,Procedimientos,1.0
6824,AEROSANIDAD,900236791,Privada,,SALAS,Procedimientos,1.0
6873,FRESENIUS MEDICAL CARE COLOMBIA S.A. UNIDAD RENAL ENVIGADO,830007355,Privada,,SALAS,Procedimientos,1.0
6920,DAVITA ITAGUÍ,900532504,Privada,,SALAS,Procedimientos,1.0
6929,IPS SURA HIDROITUANGO,811007832,Privada,,SALAS,Procedimientos,1.0
6989,RTS SUCURSAL MEDELLIN,805011262,Privada,,SALAS,Procedimientos,1.0
6991,IPS SALUD SURA SAO PAULO MEDELLIN,811007832,Privada,,SALAS,Procedimientos,1.0
6992,IPS CENTRO DE REHABILITACIÓN SURA MEDELLIN,811007832,Privada,,SALAS,Procedimientos,1.0
6993,CLINICA ESIMED DE LA 80,800215908,Privada,,SALAS,Partos,1.0
7001,FRESENIUS MEDICAL CARE CARE COLOMBIA S.A. UNIDAD RENAL HOSPITAL SAN VICENTE DE PAUL,830007355,Privada,,SALAS,Procedimientos,1.0
7002,FRESENIUS MEDICAL CARE COLOMBIA S.A. UNIDAD RENAL LAS AMERICAS,830007355,Privada,,SALAS,Procedimientos,1.0
7003,FRESENIUS MEDICAL CARE COLOMBIA S.A UNIDAD RENAL BELEN,830007355,Privada,,SALAS,Procedimientos,1.0
7028,MEDICARTE MEDELLÍN,900219866,Privada,,SALAS,Procedimientos,1.0
7029,VIVA 1A IPS BOLIVIA,900219120,Privada,,SALAS,Quirófano,1.0
