,direccion,clase_de_prestador,nit_ips,codigo_de_habilitacion,id_ips,nombre_ips,longitud_ips,latitud_ips
1718,"DIAGONAL 45 D 20-22 CONSULTORIOS 1,2,3",Instituciones - IPS,860066191,110011005815,2179,MEDICOS ASOCIADOS SALUD OCUPACIONAL,-74.0853941599087,4.630269529588285
1726,AVENIDA LAS AMERICAS No 61-43,Instituciones - IPS,900219120,110011908604,2206,VIVA 1A IPS LAS AMERICAS,-74.11694690035847,4.627748500283307
1728,calle 49 N° 13 -61,Instituciones - IPS,900219120,110011908606,2229,VIVA 1A IPS MARLY,-74.0661170900559,4.636132760376783
1729,AC 161 No.20-76,Instituciones - IPS,900219120,110011908607,2230,VIVA 1A IPS TOBERIN,-74.04522553024525,4.7415014001060625
1730,AK 45 NO. 123 14,Instituciones - IPS,800251440,110012482611,2235,UNIDAD DE ATENCION PRIMARIA SANTA BARBARA,-74.05365313976192,4.704355659628111
1731,AV. PRIMERO DE MAYO No. 34 - 41 Sur P1 y MN,Instituciones - IPS,860066942,110010733551,2236,SEDE CARRERA 30,-74.11312709039554,4.595088549856181
1743,KR 43 # 13 66/70,Instituciones - IPS,860007336,110010817149,2270,CENTRO INTEGRAL DE DIAGNOSTICO COLSUBSIDIO,-74.1012636602757,4.623900399813387
1744,CALLE 13 17 21,Instituciones - IPS,900702981,110012688701,2275,NATIONAL CLINICS CENTENARIO SAS,-74.08281194992954,4.605925729791416
1745,Cl 54 F Sur # 93 C 18 LC 251,Instituciones - IPS,860007336,110010817150,2276,CENTRO MEDICO COLSUBSIDIO PORVENIR,-74.18861664968222,4.634831330031601
1765,Transversal 73D # 39A - 62 sur piso 3 y 4,Instituciones - IPS,900123436,110012183202,2332,SIES SALUD KENNEDY,-74.15144184973917,4.617306209561496
1766,CL 146 A NO. 106 - 20 -LC 1- 10 CC PLAZA IMPERIAL,Instituciones - IPS,900407148,110012384523,2333,LAFAM OPTICAS,-74.09563165014404,4.748537520211498
1767,CR 71 D NO. 6 94 SUR LC 1025 PLAZA DE LAS AMERICAS,Instituciones - IPS,900407148,110012384524,2334,Multiopticas,-74.13537804018294,4.61816430031461
1768,CL 185 NO. 45 - 03 LC 2 - 97 CC SANTA FE,Instituciones - IPS,900407148,110012384529,2339,LAFAM OPTICAS,-74.04647173968272,4.7622641598493844
1769,CL 20 NO. 82 - 52 L 1 - 88 CC HAYUELOS,Instituciones - IPS,900407148,110012384533,2343,LAFAM OPTICAS,-74.13115637965744,4.663198779652938
1770,CL 185 NO 45 - 03 LC 1-33 CC SANTA FE,Instituciones - IPS,900407148,110012384539,2349,Grand Vision By Lafam,-74.04647173968272,4.7622641598493844
1771,AV 15 NO. 123 - 30 LC 229 CC UNICENTRO,Instituciones - IPS,900407148,110012384540,2350,LAFAM OPTICAS,-74.04115094998289,4.702134470042189
1772,Cl. 53B No. 25-21 Lc 1018/1019 CC GALERIAS,Instituciones - IPS,900407148,110012384544,2354,LAFAM OPTICAS,-74.13834595979561,4.577911770233646
1773,AV 27 NO. 38A - 83 SUR LC 1 - 012 CC CENTRO MAYOR,Instituciones - IPS,900407148,110012384546,2356,Multiopticas,-74.12376211029694,4.584329940441566
1775,CL 146 A NO. 106 - 20 LC 1-10 CC PLAZA IMPERIAL,Instituciones - IPS,900407148,110012384550,2363,MULTIOPTICAS No. 13,-74.09563165014404,4.748537520211498
1784,CL 139 NO. 94 55 LC 3,Instituciones - IPS,830027558,110010231716,2390,IMEVI LTDA,-74.08741555974079,4.737463229888946
1791,KRA 28 N° 63 A SUR - 40,Instituciones - IPS,900536325,110012427902,2406,PSQ SAS SEDE 2,-74.14924090003797,4.568860009841193
1792,Calle 38 No.15-53,Instituciones - IPS,800049104,110012329302,2418,Colmedicos Bogota Teusaquillo,-74.07042103985468,4.626328559701787
1793,Carrera 18 84-11 cons402,Instituciones - IPS,900354784,110012756901,2421,Emdiagnostica SAS,-74.05756643020993,4.669940130325412
1805,AV BOYACA No. 64 F 92,Instituciones - IPS,900537136,110012768201,2448,Cinthev,-74.1016012300915,4.678166150019469
1808,AV CALLE 134 No 7-83 OFICINA 312 TORRE 3 PISO 1 MODULO 2,Instituciones - IPS,900800086,110012770901,2451,CLINICA 134 SAS,-74.02988025972857,4.711481560440283
1814,CARRERA 46 No 22 B - 20 LOCAL 04,Instituciones - IPS,830018305,110010919913,2475,JAVESALUD ALLIANZ SALITRE,-74.09587364999338,4.63468827014349
1819,CL 53 # 67 B - 35 PI 1,Instituciones - IPS,860066942,110010733556,2483,SEDE CALLE 53,-74.10045997981183,4.656822340297064
1845,CRA 85A # 44-09 SUR LC 5 Y 6 CC PORTAL SAN BASILIO,Instituciones - IPS,900033752,110011507019,2539,OPTICA UNIVER SAN BASILIO,-74.17183781978736,4.627376740102545
1847,KR 18 # 84 11 CONS 605-1,Instituciones - IPS,900639938,110012834201,2545,CMG CIRUGIAGASTRO,-74.05756643020993,4.669940130325412
1857,CR 32 No. 25B 90,Instituciones - IPS,900219120,110011908611,2582,VIVA 1A IPS CALLE 26,-74.08220534007606,4.628276309955416
1859,Carrera 17 N° 90 - 13,Instituciones - IPS,860013570,110010559730,2593,Centro de Atención en Salud Cafam Calle 90,-74.0545912198704,4.675456359660089
1861,Cra. 7 No 6 C 54 Piso 3,Instituciones - IPS,860007336,110010817152,2598,CONSULTORIO DE EMPRESA DIAN NIVEL CENTRAL,-74.07731458019099,4.593911759664639
1864,CR 58 NO. 137A-36 P2,Instituciones - IPS,900618930,110012576405,2607,FURINKAZAN COLINA,-74.06455505003252,4.727165719919928
1865,AC 116 NO. 9 72 P 6 OF 602,Instituciones - IPS,900496641,110012347105,2611,CLINICOS PROGRAMAS DE ATENCIÓN INTEGRAL S.A.S IPS,-74.03610558015595,4.695180759920164
1868,CL 118 19 52 CS 403 CS 508,Instituciones - IPS,900315796,110012056801,2615,UROCENTER LTDA,-74.05040840968432,4.699781800228481
1871,TV 21A No 21-26 sur,Instituciones - IPS,900394071,110012175703,2620,ODONTOLAY RESTREPO,-74.10400319041395,4.584349390323331
1874,CALLE 134 # 7 B 83 LOCAL 21 Y CS 907,Instituciones - IPS,900803400,110012885501,2638,VIVE VITAL BELLA SUIZA,-74.03207532995624,4.711859999597484
1879,CRA 65 A N 98-94,Instituciones - IPS,900870114,110012886301,2643,CIFES SAS,-74.06980807981046,4.689386439609536
1882,carrera 50 no 106 - 22,Instituciones - IPS,900268120,110012182101,2652,SALUS GLOBAL PARTNERS GC S.A.S SIGLA SALUS GP S.A.S,-74.06042649000477,4.695042510245087
1885,Carrera 19 a Nº 82 - 85 cons 607,Instituciones - IPS,900676520,110012900301,2664,Cliniderma sas,-74.05886613971246,4.669930030072745
1886,Avenida las Americas # 70a-37,Instituciones - IPS,900231793,110012900901,2666,DIALY SER AMERICAS,-74.13132885978526,4.629607389587193
1887,Autopista Norte Nº 118 - 79 consultorio 11,Instituciones - IPS,900536325,110012427905,2668,PSQ SEDE 7,-74.05522037025098,4.701507079667886
1890,Av. Carrera 60 No.24-09 Local 1-27,Instituciones - IPS,900759454,110012790504,2674,DENTIX BOGOTA GRAN ESTACIÓN,-74.10296886031435,4.64636393035293
1894,CALLE 100 NO. 19-05,Instituciones - IPS,800215908,110010485719,2690,CENTRAL DE URGENCIAS Y ESPECIALISTAS CALLE 100 ESIMED,-74.0524161497342,4.685508019901715
1895,CARRERA 17 # 24 - 44,Instituciones - IPS,800215908,110010485727,2695,CLINICA ESIMED CENTRO,-74.07483359956457,4.613901830089392
1896,AUTONORTE NO.94-31,Instituciones - IPS,800215908,110010485728,2700,UNIDAD INTEGRAL DE ALTO RIESGO OBSTETRICO ESIMED,-74.05837009001256,4.6823865796123005
1900,AC 147 # 19 50 LOCAL 6 Y 31,Instituciones - IPS,900393235,110012916301,2713,EMBELLECETE SAS,-74.04627322008974,4.7301398697683865
1902,carrera 17 # 58A-38,Instituciones - IPS,830053316,110011114003,2715,CLINICA LAING,-74.06811163026101,4.646104899966841
1903,CALLE 35 C SUR # 75 69,Instituciones - IPS,830507718,110012215002,2719,MEDICAL PRO&NFO S.A.S.,-74.14920435028401,4.622222249571094
1905,Cra 19C #90-14 CONSULTORIOS 201 AL 209,Instituciones - IPS,800117564,110010793904,2724,Centro de Fertilidad Clínica de la Mujer,-74.05729847982867,4.676778880327035
1910,CL 14 NO. 62 - 04 Y CR 62 NO. 14 - 41,Instituciones - IPS,800251440,110012482616,2734,EPS SANITAS UNIDAD DE URGENCIAS PUENTE ARANDA,-74.11251074010943,4.634057570132011
1911,CARRERA 45 NO 103 65,Instituciones - IPS,800149384,110010918653,2735,CLINICA COLSANITAS 103,-74.05705118980062,4.690372430213911
1912,"AVENIDA CARRERA 45 N° 94- 15/23/27 piso 3, 4, 5, 6.",Instituciones - IPS,800003765,110010952322,2736,VIRREY SOLIS IPS S.A NORTHWEST,-74.058415359713,4.682105670208597
1920,CARRERA 111 A NO 86 74 LOCAL 101,Instituciones - IPS,860007336,110010817153,2758,CONSULTORIO MÉDICO COLSUBSIDIO UNICENTRO OCCIDENTE,-74.11265413009339,4.722307100406986
1923,CALLE 30 A N. 6 - 75 Piso 8 Torre Sur Bancolombia.,Instituciones - IPS,811007832,110010778213,2778,Consultorio Empresarial Salud Sura Calle 100,-74.06813943042411,4.616506079759942
1924,CL 44 # 58 05,Instituciones - IPS,830041314,110012311805,2782,CIRUGIA AMBULATORIA HOSPITAL CENTRAL DE LA POLICIA,-74.09489379013935,4.6476849800807924
1926,CARRERA 66 # 67G-30,Instituciones - IPS,900900122,110012894202,2787,HEALTH & LIFE IPS SAS SEDE JJ VARGAS,-74.08493218959573,4.675569210127117
1927,CR 18 NO. 16 - 46 SUR,Instituciones - IPS,800251440,110012482617,2790,EPS SANITAS CENTRO MEDICO RESTREPO,-74.10022842018273,4.585568210319045
1930,CR 19 NO. 120 -71 LC 9 EDF BANCO TORRE FALABELA,Instituciones - IPS,811007832,110010778214,2794,IPS SURA PUNTO DE VISTA SANTA BARBARA,-74.04981230023819,4.701329399863741
1933,Carrera 100 A # 141 - 10,Instituciones - IPS,860049972,110010893006,2802,ORIENTAME - SEDE SUBA,-74.09212179039518,4.742161500404885
1934,CALLE 74 A # 22 - 31,Instituciones - IPS,860015905,110010572506,2807,SAN FELIPE APOSTOL,-74.06460969005968,4.664312690378128
1937,TV 17A # 1-21,Instituciones - IPS,900589178,110012495804,2819,REMY IPS- SAN LUCAS,-74.09009105976222,4.592599640161508
1942,CLE 185 # 45 - 03 LC N2 - 176,Instituciones - IPS,900759454,110012790508,2831,DENTIX CC SANTAFE BOGOTA,-74.04492278002819,4.763300349670851
1944,CALLE 11 SUR NUMERO 1 B-10 E,Instituciones - IPS,900959051,110013028903,2838,UNIDAD DE SERVICIOS DE SALUD DESPERTAR,-74.08032944037053,4.574823999704225
1945,CARRERA 12 A ESTE NUMERO 42-32 SUR,Instituciones - IPS,900959051,110013028904,2839,UNIDAD DE SERVICIOS DE SALUD ALTAMIRA,-74.08474815982832,4.546063280235516
1946,CARRERA 5 NUMERO 33 A-45,Instituciones - IPS,900959051,110013028915,2845,UNIDAD DE SERVICIOS DE SALUD PERSEVERANCIA,-74.06550890006582,4.619988159994673
1947,CARRERA 23 NUMERO 22 A -26,Instituciones - IPS,900959051,110013028916,2846,UNIDAD DE SERVICIOS DE SALUD SAMPER MENDOZA,-74.08104275031683,4.616991209597648
1948,CARRERA 21 NUMERO 22-51 SUR,Instituciones - IPS,900959051,110013028920,2850,UNIDAD DE SERVICIOS DE SALUD OLAYA,-74.10503359038418,4.584190979567926
1949,CALLE 35 B SUR NUMERO 25 A-37,Instituciones - IPS,900959051,110013028921,2851,UNIDAD DE SERVICIOS DE SALUD BRAVO PAEZ,-74.1201061701098,4.583690800072523
1950,CALLE 31 B SUR NUMERO 23 B-14,Instituciones - IPS,900959051,110013028923,2852,UNIDAD DE SERVICIOS DE SALUD QUIROGA,-74.11348589009643,4.58207931037765
1951,CARRERA 32 NUMERO 12-81 Edificio Hemocentro piso 4,Instituciones - IPS,900959051,110013028927,2854,UNIDAD DE SERVICIOS DE SALUD CITOCENTRO,-74.09393823959522,4.615242650043968
1952,CALLE 75 # 69 H - 08,Instituciones - IPS,900971006,110013029105,2862,UNIDAD DE SERVICIOS DE SALUD FERIAS,-74.08623682995086,4.685978129896145
1953,CALLE 83 # 85 A - 17,Instituciones - IPS,900971006,110013029113,2867,UNIDAD DE SERVICIOS DE SALUD ESPAÑOLA,-74.09908165963711,4.7045002702733605
1954,KR 104 Nº 152C-50,Instituciones - IPS,900971006,110013029114,2868,UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO,-74.09175639975504,4.7534265201695955
1955,CARRERA 94B Nº129B-04,Instituciones - IPS,900971006,110013029118,2872,UNIDAD DE SERVICIOS DE SALUD RINCON,-74.0931433796891,4.726053680375908
1956,TRANSVERSAL 126 Nº133-38,Instituciones - IPS,900971006,110013029119,2873,UNIDAD DE SERVICIOS DE SALUD GAITANA II,-74.10962048973452,4.7414448504125675
1957,CRA 18 A # 187-91,Instituciones - IPS,900971006,110013029132,2882,UNIDAD DE SERVICIOS DE SALUD VERBENAL,-74.03966663040129,4.766052850266702
1958,KR 18 A BIS No. 60 G 20 SUR,Instituciones - IPS,900958564,110013029404,2890,UNIDAD DE SERVICIOS DE SALUD MEISSEN APOYO DIAGNOSTICO,-74.13794207993882,4.559271879763097
1959,AK 54 No. 47A - 08 SUR,Instituciones - IPS,900958564,110013029405,2891,UNIDAD DE SERVICIOS DE SALUD VENECIA,-74.14151263974978,4.593079309850445
1960,AV CARACAS No. 51 - 21 SUR,Instituciones - IPS,900958564,110013029407,2893,UNIDAD DE SERVICIOS DE SALUD AMBULATORIA TUNJUELITO,-74.12548772005881,4.564123140389322
1961,DG 53 SUR No. 59 A - 11,Instituciones - IPS,900958564,110013029409,2895,UNIDAD DE SERVICIOS DE SALUD NUEVO MUZÚ,-74.14810165030643,4.5848294201503474
1962,CL 58 SUR No. 19 B - 25,Instituciones - IPS,900958564,110013029410,2896,UNIDAD DE SERVICIOS DE SALUD SAN BENITO,-74.1370072301721,4.5654103402896915
1963,DG 70 No. 56 - 56 SUR,Instituciones - IPS,900958564,110013029419,2900,UNIDAD DE SERVICIOS DE SALUD SIERRA MORENA,-74.16574274968629,4.578522830021946
1964,KR 42 No. 77 - 80 SUR,Instituciones - IPS,900958564,110013029421,2901,UNIDAD DE SERVICIOS DE SALUD POTOSÍ,-74.16851241021746,4.567966700352127
1965,CL 75 BIS A SUR No. 25 - 48,Instituciones - IPS,900958564,110013029422,2902,UNIDAD DE SERVICIOS DE SALUD CASA DE TEJA,-74.15556075018267,4.541858909817662
1966,CL 67 SUR No. 20 A - 51,Instituciones - IPS,900958564,110013029423,2903,UNIDAD DE SERVICIOS DE SALUD SAN FRANCISCO,-74.14941662038899,4.562345250070448
1967,TV 36 No. 59 B - 59 SUR,Instituciones - IPS,900958564,110013029426,2906,UNIDAD DE SERVICIOS DE SALUD CANDELARIA II,-74.14978541025417,4.571916950427048
1968,CL 64 C SUR No. 27 - 32,Instituciones - IPS,900958564,110013029429,2908,UNIDAD DE SERVICIOS DE SALUD CANDELARIA III,-74.14974365027156,4.568243850215439
1969,KR 9 B No. 75 - 49 SUR,Instituciones - IPS,900958564,110013029431,2910,UNIDAD DE SERVICIOS DE SALUD SANTA LIBRADA I,-74.11348180994841,4.514656460417614
1970,KR 10 No. 81 A - 06 SUR,Instituciones - IPS,900958564,110013029435,2914,UNIDAD DE SERVICIOS DE SALUD YOMASA,-74.1124807103278,4.508012690330578
1971,CL 68 B SUR No. 9 A - 29,Instituciones - IPS,900958564,110013029437,2915,UNIDAD DE SERVICIOS DE SALUD SANTA MARTHA,-74.11648904971939,4.526397830220126
1972,KR 14 B ESTE No. 74 B - 44 SUR,Instituciones - IPS,900958564,110013029438,2916,UNIDAD DE SERVICIOS DE SALUD LA FLORA,-74.08993558025114,4.5161553497873
1973,KR 14 C No. 73 D - 36 SUR,Instituciones - IPS,900958564,110013029440,2918,UNIDAD DE SERVICIOS DE SALUD SAN JUAN BAUTISTA,-74.11803903974155,4.516259740369802
1974,KR 14 A ESTE No. 92 - 35 SUR,Instituciones - IPS,900958564,110013029442,2919,UNIDAD DE SERVICIOS DE SALUD LOS ARRAYANES,-74.08600793023331,4.497607729905638
1975,Calle 19 A No. 34 - 94,Instituciones - IPS,900959048,110013029609,2931,Unidad de Servicios de Salud 35 Cundinamarca,-74.0915497701717,4.622794180270115
1976,Carrera 33 No. 1B - 27,Instituciones - IPS,900959048,110013029610,2932,Unidad de Servicios de Salud 36 Asunción Bochica,-74.1082027496885,4.602841629911424
1977,Calle 39 sur No. 89 C - 12,Instituciones - IPS,900959048,110013029612,2934,Unidad de Servicios de Salud 50 Mexicana,-74.16868755025683,4.639741679991408
1978,Calle 42 A sur No. 90 - 00,Instituciones - IPS,900959048,110013029615,2937,Unidad de Servicios de Salud 65 Dindalito,-74.17234084041387,4.639183340419982
1979,Carrera 78ª No. 53ª - 47,Instituciones - IPS,900959048,110013029621,2941,Unidad de Servicios de Salud 105 Catalina,-74.11160694959365,4.678384620334514
1980,Calle 65D sur # 79C-90,Instituciones - IPS,900959048,110013029623,2943,Unidad de Servicios de Salud Bosa,-74.18556142999356,4.606821060199901
1981,Carrera 99 No. 16i - 41,Instituciones - IPS,900959048,110013029625,2945,Unidad de Servicios de Salud Fontibón,-74.14617381001116,4.671713919922217
1982,Calle 18 A No 122 - 25,Instituciones - IPS,900959048,110013029626,2946,Unidad de Servicios de Salud 48 San Pablo,-74.1566521098281,4.688829980262385
1983,Carrera 97 No. 19-34,Instituciones - IPS,900959048,110013029629,2949,Unidad de Servicios de Salud Centro Día,-74.14158196992676,4.6724410096516085
1984,"Aeropuerto El Dorado Muelle Internacional, 2° piso, salida 5",Instituciones - IPS,900959048,110013029631,2951,Unidad de Servicios de Salud Terminal Aéreo,-74.15278711999628,4.68531690990414
1985,Dg. 23 #69-60 Módulo Verde - Local 416,Instituciones - IPS,900959048,110013029632,2952,Unidad de Servicios de Salud Terminal Terrestre,-74.11465542023956,4.655812319622921
1986,Calle 70 A sur N° 77 I - 26,Instituciones - IPS,900959048,110013029634,2954,Unidad de Servicios de Salud Pablo VI Bosa,-74.19173972002255,4.598883099827951
1987,Carrera 102 No 69-59 sur conjunto porvenir reservado 1,Instituciones - IPS,900959048,110013029635,2955,Unidad de Servicios de Salud El Recreo,-74.20273084018741,4.637229609561486
1988,Carrera 80 P #83 - 14 Sur,Instituciones - IPS,900959048,110013029638,2956,Unidad de Servicios de Salud El Jardín,-74.20698990027313,4.612847209709801
1989,Diagonal 91 sur No. 87 - 03,Instituciones - IPS,900959048,110013029639,2957,Unidad de Servicios de Salud El Toche,-74.2139538496631,4.614829649996014
1990,Calle 73 A SUR # 80 N -39,Instituciones - IPS,900959048,110013029645,2959,Unidad de Servicios de Salud Laureles,-74.19844912009864,4.6100022400968275
1991,Calle 70 A Sur # 81G-13,Instituciones - IPS,900959048,110013029647,2960,Unidad de Servicios de Salud Palestina,-74.19373376974752,4.612097679675952
1992,Calle 68 Sur #78H-20,Instituciones - IPS,900959048,110013029648,2961,Unidad de Servicios de Salud Piamonte,-74.18810077955388,4.602833980354327
1993,KR 45 C No. 69 - 21 SUR,Instituciones - IPS,900958564,110013029414,2965,UNIDAD DE SERVICIOS DE SALUD MANUELA BELTRÁN I,-74.15744247007297,4.572704869688708
1994,KR 18 F No. 72 - 45 SUR,Instituciones - IPS,900958564,110013029416,2966,UNIDAD DE SERVICIOS DE SALUD LA ESTRELLA,-74.14601989985691,4.544975730259929
1995,KR 1 No. 3 - 29 PASQUILLA,Instituciones - IPS,900958564,110013029417,2967,UNIDAD DE SERVICIOS DE SALUD PASQUILLA,-74.15545360991538,4.444947309672721
1996,CALLE 185 #45-03 LOCAL NI-085,Instituciones - IPS,890900650,110011114509,2970,OPTICA SANTA LUCIA BOGOTA SANTAFE,-74.04647173968272,4.7622641598493844
2001,AV 127 No 71-96,Instituciones - IPS,832001110,110011242501,7,A&G SERVICIOS DE SALUD S.A.S,-74.0775757213424,4.7104679516323795
2003,AV 1o. DE MAYO No 10 BIS - 22 SUR,Instituciones - IPS,860066942,110010733513,11,UNIDAD DE SERVICIOS AVENIDA PRIMERO DE MAYO,-74.09511669989058,4.576309413658965
2009,"Cra 16 N 84 a 09 consultorio 412, 621, 622, 623",Instituciones - IPS,900545277,110012485601,37,Oftalmover S.A.S,-74.05643813722993,4.669929491977543
2013,CARRERA 18 # 136 A - 26,Instituciones - IPS,820002596,110012956701,53,OPTICLINICAS BOGOTA,-74.04491657177127,4.721065336882494
2024,CALLE 37 BIS B SUR NUMERO 3-25 ESTE,Instituciones - IPS,900959051,110013028907,76,UNIDAD DE SERVICIOS DE SALUD LA VICTORIA 1,-74.09403615596118,4.553549051329619
2025,TRANSVERSAL 10 B ESTE NUMERO 36 D-13 SUR,Instituciones - IPS,900959051,110013028908,77,UNIDAD DE SERVICIOS DE SALUD LOS ALPES,-74.08367757911375,4.553906204410285
2026,CALLE 1 C NUMERO 5 A 30,Instituciones - IPS,900959051,110013028911,78,UNIDAD DE SERVICIOS DE SALUD CRUCES,-74.07947713499863,4.586664690759057
2027,Carrera 72 A BIS # 57 - 13 SUR,Instituciones - IPS,900959048,110013029646,81,Unidad de Servicios de Salud Olarte,-74.16527321555864,4.600330248945872
2029,CR 19 Nº. 84-09,Instituciones - IPS,800233471,110010548028,91,CENTRO DE INVESTIGACIÓN EUREKA,-74.05816232675532,4.67005355558891
2033,Carrera 66 No 12 - 91,Instituciones - IPS,800049104,110012329304,101,COLMEDICOS BOGOTA SEDE MONTEVIDEO,-74.11780934142172,4.635338443148886
2038,Carrera 20 # 15- 19/ 21 - 25 Sur,Instituciones - IPS,900407148,110012384558,128,LAFAM OPTICAS,-74.10088467992198,4.587475323559808
2040,KR 7 # 43 - 82 EDF 53 JESÚS EMILIO RAMIREZ LAB 303 A,Instituciones - IPS,860015536,110010945610,136,HOSPITAL UNIVERSITARIO SAN IGNACIO LABORATORIO CLINICO DE ERRORES INNATOS DEL METABOLISMO,-74.06344857713077,4.630614338114498
2042,CL 39 No. 14 - 46 PI 1,Instituciones - IPS,860066942,110010733562,141,CONSULTORIO EMPRESARIAL ORQUESTA FILARMONICA DE BOGOTA,-74.06870585234674,4.6267870763647725
2046,Transversal 45 No 118 - 59,Instituciones - IPS,830027558,110010231719,156,SEDE 118 SALUD VISUAL,-74.06458138684003,4.702599181867801
2049,CALE 50 No. 9 - 67 CONSULTORIO 407,Instituciones - IPS,900496641,110012347107,166,CLINICOS Programas de Atención Integral S.A.S IPS,-74.0650620951115,4.636624952918849
2050,Cra 17 No 36 62,Instituciones - IPS,830041883,110010965202,169,FUNDACION PARA LA SALUD LA BIOETICA Y EL MEDIO AMBIENTE FUNSABIAM,-74.07157090318128,4.625612670266856
2051,CARRERA 19C # 90-14 CONSULTORIO 604,Instituciones - IPS,800117564,110010793905,172,CONSULTORIO ESPECIALISTAS CM (ANESTESIOLOGOS CLINICA DE LA MUJER),-74.05723194161558,4.676863747222235
2055,AK 20 87 33,Instituciones - IPS,800160827,110010039601,191,CLINICA RETORNAR,-74.05970272995677,4.6756005698114675
2080,CRA 21 # 100 -20 CS 701,Instituciones - IPS,860048345,110010245701,273,SOCIEDAD DE OFTALMOLOGIA EDUARDO ARENAS ARCHILA,-74.05426144024474,4.686728000339373
2082,CALLE 39 No. 14-34,Instituciones - IPS,860502092,110010303101,282,NUEVA CLINICA MAGDALENA,-74.0692003497578,4.627057909669885
2083,CALLE 50 # 13 50,Instituciones - IPS,860048656,110010391601,284,FUNDACION OFTALMOLOGICA NACIONAL,-74.0659540503234,4.6374692001506475
2084,CRA 16 # 84A 09 CONS 719 y 705,Instituciones - IPS,830002198,110010303501,286,EXILASER S.A,-74.05643813992486,4.669929490186875
2086,AC 32 # 15 31,Instituciones - IPS,830090073,110010315501,291,ASOCIACION DE AMIGOS CONTRA EL CANCER PROSEGUIR,-74.07137960963648,4.620648920230281
2099,KR 12D 32- 44 SUR,Instituciones - IPS,860007373,110010413101,327,FUNDACION HOSPITAL SAN CARLOS,-74.10547682004366,4.570180720065708
2102,KR 89 A No.77A - 50,Instituciones - IPS,800215908,110010485703,343,CAFI CALLE 80,-74.10363502038633,4.7037669898518235
2103,KR 18 No.15 - 30 SUR,Instituciones - IPS,800215908,110010485708,345,CAFI RESTREPO,-74.0996038404303,4.586582920211044
2104,CL 26 SUR 78 07,Instituciones - IPS,800215908,110010485709,346,CAFI KENNEDY,-74.14727246038342,4.6246878998439716
2105,AVENIDA 19 No. 106 -30,Instituciones - IPS,800215908,110010485714,348,CAFI CALLE 106,-74.05054040992879,4.692943749734161
2106,AK 9 # 116 20 CS 404-406-408-410-412-428,Instituciones - IPS,800227333,110010452901,349,REPROTEC CENTRO DE FERTILIDAD,-74.03404788030151,4.694850510241324
2110,CRA 16 # 82 29 PI 7,Instituciones - IPS,800075619,110010507601,362,UNIDAD DE FERTILIDAD DEL COUNTRY LTDA,-74.05703557977593,4.668343600086108
2115,CL 90 # 16 29 PISO 3,Instituciones - IPS,830077823,110010550801,382,INNOVA CIRUGIA PLASTICA ESTETIC A LTDA,-74.0542592097279,4.674766120239575
2122,AK 45 # 95 54,Instituciones - IPS,860053761,110010598901,414,CLINICA DE OJOS (CLINOJOS) LTDA,-74.05711871975379,4.68368940994105
2123,"CRA 45 No. 106-30, PISO 2, ALA ORIENTE, UNIDAD RENAL",Instituciones - IPS,805011262,110010683404,416,RTS AGENCIA NAVARRA,-74.05557476012216,4.693945930439348
2129,AK 45 # 118 86 PI 7,Instituciones - IPS,830089570,110010631901,431,CIENCIA Y ESTETICA CIRUGIA PLASTICA,-74.05401107977507,4.702209430139256
2131,AC 1 SUR No 9-85,Instituciones - IPS,899999092,110010606501,437,INSTITUTO NACIONAL DE CANCEROLOGIA - EMPRESA SOCIAL DEL ESTADO,-74.08451830969321,4.588318900335987
2135,KR 14 A # 163 A 98,Instituciones - IPS,805011262,110010683401,444,RTS SUCURSAL CARDIOINFANTIL,-74.03493764991235,4.74235078996494
2153,CRA 11 # 69 81,Instituciones - IPS,860043998,110010735701,493,OPTICENTRO INTERNACIONAL,-74.06060610994247,4.654890630273335
2154,KR 15 # 123 30 LC 2-259,Instituciones - IPS,860043998,110010735708,497,OPTICENTRO INTERNACIONAL UNICENTRO,-74.04115094998289,4.702134470042189
2155,AV 7 # 123 65 PI 3,Instituciones - IPS,860043998,110010735713,498,OPTICENTRO INTERNACIONAL USAQUEN,-74.02953683020219,4.6991496304380895
2156,TV 78 H # 41 C 48 SUR,Instituciones - IPS,860066942,110010733502,502,UNIDAD DE SERVICIOS KENNEDY,-74.15845564035604,4.615737469889209
2157,CALLE 71 # 10 92,Instituciones - IPS,860079997,110010732101,506,CLINICA DE TRAUMATOLOGIA Y ORTOPEDIA,-74.0590583702001,4.656483299892544
2158,AV 19 # 102 - 53 PISO 1 y Piso 7,Instituciones - IPS,800017308,110010778801,507,CLINICA LA SABANA S.A,-74.05200354004948,4.6882720199330326
2159,CALLE 46 # 13 13,Instituciones - IPS,800048248,110010756401,508,INSTITUTO DE CIRUGIA OCULAR PALERMO,-74.06656832011132,4.633033379697655
2160,CRA 76 # 73 35,Instituciones - IPS,800085486,110010802402,513,CLINICA PARTENON CONSULTA EXTERNA,-74.09795765970586,4.6918972598423245
2164,CALLE 83 No. 19-36 PI 4o.,Instituciones - IPS,800172517,110010764801,524,CLINICA IZKA SAS,-74.05849262021731,4.670003140284223
